id,overall_worklogs
720920,2044
720919,5580
720918,5220
720917,17134
720916,3681
720914,2520
720912,17134
720911,3681
720910,2044
720909,871
676624,4200
720908,3681
720898,2044
720897,2044
720896,2044
720895,2044
720894,2044
720893,2044
720892,3681
720891,4680
720888,17134
720887,10260
720886,3681
720885,17134
720882,7031
720881,9360
720879,3681
720876,8700
720874,6600
720870,2044
720869,4200
720866,17134
720865,17134
720864,2044
720863,9300
720859,5376
676621,4440
720856,17134
676620,7031
720842,3681
720840,9300
720839,5376
720837,5376
720836,5040
720835,17134
720834,8100
720833,17134
720832,7980
720831,8760
720830,17134
720829,17134
720826,3681
720825,17134
720812,3681
720811,17134
720810,17134
720809,17134
720806,17134
720798,17134
856267,2044
856265,17134
856261,23820
856260,5376
856259,17134
856258,17134
856257,17134
856255,7500
856254,7980
856253,7500
856252,17134
856250,17134
856249,64703
856248,6300
856233,2044
856213,2044
893700,2044
893696,17134
893695,8100
893694,8100
893676,17134
893668,871
893604,17134
893594,17134
893592,17134
893591,17134
893590,17134
933888,17134
933887,17134
933886,17134
933885,17134
933884,17134
933883,2044
933881,6000
933880,6000
933878,17134
933872,8400
933871,17134
933870,17134
933869,7260
933867,7031
933865,5100
933863,6900
933849,17134
933846,7031
933845,17134
933844,17134
997103,2044
997102,9420
997101,2044
997099,17134
997098,17134
997097,2044
997095,7800
997094,2044
1040330,22980
1040329,17134
700087,17134
700086,6840
700084,7020
700083,17134
700082,6720
700081,17134
700080,17134
700079,17134
700078,17134
700077,17134
700076,17134
700075,17134
700074,8220
700073,8820
700072,17134
700071,17134
700070,17134
700069,17134
700067,17134
700066,17134
700065,8100
700062,7800
700061,7140
700060,17134
700058,17134
700057,17134
700056,17134
700055,17134
700053,17134
700052,7080
700051,7860
700050,12060
700049,17134
700048,17134
700047,3681
700046,5376
700044,11520
700043,11520
700042,17134
700041,17134
700040,17134
700038,8760
700037,17134
700036,17134
700035,17134
700034,17134
700033,11460
700032,64703
700031,17134
700030,17134
700029,10680
700028,17134
700026,17134
700025,17134
700024,17134
700023,2044
1066158,530386
1151895,64703
1153669,530386
1165511,17134
1177386,17134
1200120,17134
1200583,64703
1200582,64703
1233965,17134
1233958,17134
1263117,17134
1263115,17134
1263114,17134
1263112,16800
1358978,16920
1484347,64703
1484375,17134
1828683,64703
1828613,17400
1829520,22500
1840029,17134
1840028,17134
1840027,17134
1840026,17134
1843322,64703
1843320,21000
1848257,64703
1848350,3681
1848349,17134
1848348,17400
1848347,3681
1848346,16260
1848345,64703
1848832,26880
1848831,24300
1848830,64703
1848827,64703
1848825,17134
1848823,17134
1848822,17134
1971999,3681
1978301,12720
1978806,3681
1982425,2044
1984716,3681
1984715,11820
1987124,64703
1987348,21060
1987735,17134
1990245,17134
1988962,17134
1990458,2044
1990701,10800
1990976,3681
1991033,17134
1993289,17134
1994130,3681
1995464,19620
2104546,17134
2105185,11760
2105184,3681
2106719,17134
2170252,17134
2171729,10920
2175319,3681
2175461,17820
2175460,17134
2175459,17134
2176348,13140
2176673,17134
2181164,64703
2183553,3681
686629,17134
686628,17134
686623,14700
686622,17134
686619,17134
686617,17134
686615,10680
686611,17134
686610,11160
686605,64703
686601,17134
686599,17134
686594,13200
686587,17134
686584,17134
686580,17134
686572,17134
686568,17134
686557,13320
686540,17134
686537,17134
686535,17134
686533,17134
686532,17134
686526,17134
686524,17134
686521,17134
686518,17134
686516,17134
686512,17134
686510,7031
686508,17134
686504,10560
686500,17134
686499,17134
686489,17134
686487,11580
686486,17134
686479,17134
686475,17134
686471,2044
686466,17134
686460,17134
686458,17134
686454,17134
686451,7920
686445,7680
686443,6900
686439,17134
686436,9540
686423,17134
686415,7980
686411,9300
686407,9480
686406,17134
686402,17134
686398,10920
686395,17134
679232,11820
688410,13800
688406,13320
688403,9600
679225,17134
688398,17134
688395,11100
688394,9360
688390,17134
688387,13140
688382,9600
688378,9360
688373,9780
688369,7031
688366,17134
679091,17134
688362,17134
679078,17134
688360,17134
688357,9540
688354,17134
679068,5376
688351,16260
679064,17134
678967,10200
679059,17134
679049,11100
679046,17134
679044,17134
679042,17134
679040,17134
679037,10200
688348,17134
679034,11100
679031,14340
679027,17134
688325,9780
688321,9780
688317,9780
688314,9600
679025,7031
678963,17134
688306,17134
688298,17134
688295,8820
688289,17134
688286,2044
688283,13980
679017,7031
679013,9600
679012,3681
679009,2044
679007,3681
679006,871
679004,9600
679000,3681
678998,8820
678994,8820
678992,8820
688267,17134
678985,2044
688261,17134
688251,17100
678981,17134
688228,17134
678969,9540
688218,11940
688196,10920
688157,17134
688150,9900
688147,17134
688132,11760
702545,8820
702528,17134
702499,9120
702376,2044
670929,3681
