Номер кластера исходный;Расстояние до центра кластера;overall_worklogs;project_id;Id_razn;count_comments;id;assignee_id;creator_id;summary_to_eng;Year;Month;Day;Hour;DayOfWeek;Text_Summa;claster_centr_ishodn;mean_words_comment;Mesto_in_project
4;0.154876243897727;1200;5;330;3;819730;54;54;"Create a developer account in the AppStore and Play Market for the release of the ""Taxi 37"" service";2019;10;15;5;2;"Create a developer account in the AppStore and Play Market for the release of the ""Taxi 37"" service Delegated the task to Ulukman; since when registering a developer account; you must specify the data of the payment method for the accountThe task has been reopened; as it has not been completed; and as part of it; Ulukman will be assisted with settings when connecting developer accounts in the AppStore and Play MarketThe task was transferred to Ulukman and closed by him in Basecamp https://public.3.basecamp.com/p/eFrc8MmoanoiZV4iv58QBajj";871;29.6666666666667;1.98076923076923
3;0.350749885817749;6000;5;1;2;819726;54;54;Testing NambaTaxi Driver 0.4.30;2019;10;15;6;2;Testing NambaTaxi Driver 0.4.30 Tested the driver application according to the checklist - [https://docs.google.com/spreadsheets/d/14n4uVZAPR2bmowJxlwE8ADOk3kPMARm42rM3PwCYsJw/edit?usp=sharing]The build has been tested and is ready for release.;5255;18;2.01923076923077
0;0.080175437415571;7200;5;0;0;819716;82;82;Problems in the operating room;2019;10;15;13;2;Problems in the operating room;7030;0;2.07692307692308
0;0.343478862564508;6300;5;0;0;819699;94;94;Test additional payment for options.;2019;10;17;8;4;Test additional payment for options.;7030;0;2.28846153846154
0;0.080175437415571;7200;5;0;1;819697;1;1;Add adjustment calculation (taxi-corp-site);2019;10;17;8;4;Add adjustment calculation (taxi-corp-site) Added adjustment calculation to the adjustment card;7030;15;2.30769230769231
4;0.0136581439043673;900;5;0;1;819687;8;8;Generate .cer certificate for networking iOS NT client;2019;10;18;8;5;"Generate .cer certificate for networking iOS NT client I tested all the push notifications on ios staging; they come normally; the ticket is not relevant";871;11;2.40384615384615
0;0.080175437415571;7200;5;12;2;819675;1;93;When replenishing an account for a very large amount, the application crashes android client;2019;10;21;6;1;"When replenishing an account for a very large amount, the application crashes android client * There was incorrect text in the message; which was supposed to notify that the amount should not exceed the maximum amount. (corrected)Trusted; gave feedback; received a corrected version";7030;19.5;2.51923076923077
0;0.080175437415571;7200;5;0;1;819665;93;93;Checklist testing of android client app and android driver app;2019;10;21;11;1;Checklist testing of android client app and android driver app Tested client application on android. All identified bugs were written in the comments in the checklist itself.;7030;15;2.63461538461538
0;0.080175437415571;7200;5;198;2;819663;1;1;Add a mail check in the NT(Staging) Client Application;2019;10;21;12;1;"Add a mail check in the NT(Staging) Client Application * Added email verification. If the user tries to save the wrong email address; an Alert will come out that will remind you that you can’t save it like thatMR^ in dev branch";7030;15;2.65384615384615
3;0.06831368583103;5400;5;301;2;819659;94;94;Test Airoport taxi (according to the checklist).;2019;10;21;17;1;Test Airoport taxi (according to the checklist). Tested on the checklist. As well as in the driver's (Discussed bugs with a mentor).Arthur handed over the customer;5255;8;2.69230769230769
3;0.0729044141623292;5100;5;0;1;819649;54;54;Structure the documentation in the Mad Devs (Documentation) folder;2019;10;22;12;2;Structure the documentation in the Mad Devs (Documentation) folder Moved the documentation to the custom folder;5255;11;2.78846153846154
4;0.127559956088992;600;5;2;2;819639;1;1;When opening the screen for uploading photos through the smartphone gallery in the Zendest chat, the status bar is not visible;2019;10;23;4;3;When opening the screen for uploading photos through the smartphone gallery in the Zendest chat, the status bar is not visible Aisalkyn already has this bug.Aisalkyn already has a ticket for this bug.;871;7;2.90384615384615
3;0.355340614149049;4500;5;173;2;819636;94;1;you need to check chat pushes from Zendesk, maybe they don't come. Also, there are no internal pushes on Zendesk either.;2019;10;23;4;3;"you need to check chat pushes from Zendesk, maybe they don't come. Also, there are no internal pushes on Zendesk either. Aisalkyn checked everythingI checked everything; everything works; I close the ticket";5255;5;2.92307692307692
3;0.06831368583103;5400;5;519;6;819633;8;1;Android Constantly displays a badge about a read message from Zendesk.;2019;10;23;4;3;"Android Constantly displays a badge about a read message from Zendesk. The ticket was created on ios; on dew we removed all badges from zendesk and now no badge is displayed there in zendesk; but there is a problem in android; I will understand and renamed the ticket to the android platformFixed the display of badges[~Aisa Tashmatova]https://pm.maddevs.co/browse/NT-10832?focusedCommentId=66710&page=com.atlassian.jira.plugin.system.issuetabpanels%3Acomment-tabpanel#comment-66710[Aisalkyn|https://app.slack.com/team/UB42A8YAF] [4 days ago|https://maddevs.slack.com/archives/GBQBCU58U/p1572603150003100?thread_ts=1572431516.001300&cid=GBQBCU58U]I close the ticket; because this is the usual behavior of the application and badges from the OKC; this is how the application works from the very beginning of the creation of the app";5255;58;2.96153846153846
3;0.06831368583103;5400;5;98;2;819631;1;1;On the screen for entering the activation code for registration, the number of the support service is incorrect.;2019;10;23;4;3;"On the screen for entering the activation code for registration, the number of the support service is incorrect. When tapping on this number; the number 0559976000 was copied to the ""Phone"" applicationAccepted MR^ staging changes in Virgo";5255;22.5;2.98076923076923
3;0.0729044141623292;5100;5;1223;6;819629;94;1;After successful registration, there is no automatic location determination.;2019;10;23;4;3;After successful registration, there is no automatic location determination. The bug could not be reproduced. The tester also could not reproduce.This is a bugBug is not.[~eldar.akkozov]https://pm.maddevs.co/browse/NT-10834?focusedCommentId=66715&page=com.atlassian.jira.plugin.system.issuetabpanels%3Acomment-tabpanel#comment-66715Couldn't replicate the bug. I close the task;5255;14.8333333333333;3
3;0.06831368583103;5400;5;0;1;819623;1;1;"On the registration screen / entering a phone number, the ""Public offer"" button is visually displayed as not clickable";2019;10;23;4;3;"On the registration screen / entering a phone number, the ""Public offer"" button is visually displayed as not clickable Accepted MR";5255;2;3.05769230769231
2;0.00242218747561443;3600;5;0;0;819621;1;1;On the screens of registration - entering a phone number / confirmation of registration, titles are not translated into English;2019;10;23;4;3;On the screens of registration - entering a phone number / confirmation of registration, titles are not translated into English;3595;0;3.07692307692308
0;0.080175437415571;7200;5;132;2;819617;1;1;Order statuses from the driver are not processed in the client application;2019;10;23;4;3;"Order statuses from the driver are not processed in the client application I tested it in the Android client application; there is no such bug...The task is closed; judging by the worklog; it was not possible to repeat the bug";7030;10.5;3.11538461538462
0;0.080175437415571;7200;5;70;2;819616;1;1;"If you place an order and specify the From and To pins, with the ""Car on the way"" status, all free cars are displayed on the map, when the one that took the order should be displayed.";2019;10;23;4;3;"If you place an order and specify the From and To pins, with the ""Car on the way"" status, all free cars are displayed on the map, when the one that took the order should be displayed. - Tested on the Android client application (Prod)I close the task. Bug not confirmed";7030;11.5;3.13461538461538
3;0.06831368583103;5400;5;2;2;819606;94;94;Bug with sending a request to /apiv2/order_status (Client Android);2019;10;23;10;3;"Bug with sending a request to /apiv2/order_status (Client Android) Solved the bug added a check for the status and if the status of the order == false then the entire flow is turned off.checked; accepted MR;";5255;9;3.23076923076923
0;0.202260762571148;6600;5;3;2;819594;1;54;"Driver app not displaying ""Requirements"" icons";2019;10;25;2;5;"Driver app not displaying ""Requirements"" icons The error was that instead of generating a link to the icon from the database; only the path to the icon in the minio service was obtained. Fixed this error in MR https://gitlab.com/TaxiNamba/taxi-dashboard/merge_requests/609Code in master";7030;19.5;3.34615384615385
0;0.080175437415571;7200;5;54;2;819592;1;1;When changing the language in the client application, the texts in the headers are not translated;2019;10;25;5;5;When changing the language in the client application, the texts in the headers are not translated - Fixed a bug:Accepted MR^ changes in Virgo;7030;15;3.36538461538462
1;0.113965097999333;1800;5;22;2;819590;1;1;Fix auto checkout error;2019;10;25;13;5;Fix auto checkout error MR with fix https://gitlab.com/TaxiNamba/taxi-dashboard/merge_requests/607Code in master;2042;7;3.38461538461538
1;0.309689201980746;2700;5;5;6;819567;207;54;Send SMM to Namba Aymaral the number of downloads of our client applications in September 2019;2019;10;29;11;2;"Send SMM to Namba Aymaral the number of downloads of our client applications in September 2019 past upload https://pm.maddevs.co/browse/NT-10282?focusedCommentId=63740&page=com.atlassian.jira.plugin.system.issuetabpanels:comment-tabpanel#comment-63740sql queries for uploading for 2019Download results for this yearUpload report for namba marketersReceived data; passed it to marketersthis is the number of new registered users who have been authorized in client applications";2042;136.166666666667;3.67307692307692
2;0.00242218747561443;3600;5;565;3;819560;93;1;When entering an amount greater than 10 ^ 20, the message is not correct;2019;10;30;5;3;"When entering an amount greater than 10 ^ 20, the message is not correct The bug occurs because a very large number cannot be converted to Int. Excerpt from swift codeSent MR together with MR on tokens - so that MR does not have conflictsMR accepted; changes in virgo";3595;29.3333333333333;3.73076923076923
2;0.00242218747561443;3600;5;253;2;819558;93;1;In the profile, the app language remains the same even though the app language is different;2019;10;30;5;3;"In the profile, the app language remains the same even though the app language is different The bug is not relevant - it does not existNot relevant; close the issue";3595;4.5;3.75
3;0.214122514155689;4800;5;529;2;819556;93;1;The NT(IOS) client application is not translated into English;2019;10;30;5;3;"The NT(IOS) client application is not translated into English I determined the cause of the bug - fixed it - perhaps there is still no localization somewhere; but we will already eliminate it as it arisesvirgo changes;";5255;10.5;3.76923076923077
3;0.214122514155689;4800;5;12;2;819554;94;54;"Charge the client for paid waiting after 1 second from the activation of the ""Enable waiting"" button in the driver's application";2019;10;30;5;3;"Charge the client for paid waiting after 1 second from the activation of the ""Enable waiting"" button in the driver's application Added now:Accepted MR; changes in the dev branch";5255;27.5;3.78846153846154
4;0.127559956088992;600;5;0;0;819550;93;54;Release of NambaTaxi Client iOS 4.31.27;2019;10;30;7;3;Release of NambaTaxi Client iOS 4.31.27;871;0;3.82692307692308
2;0.138795912517745;3300;5;0;0;819544;54;54;Update roadmap;2019;10;31;3;4;Update roadmap;3595;0;3.90384615384615
4;0.268778056082352;300;5;0;1;819540;1;8;Raise the version in the driver app from 0.4.29 to 0.4.30;2019;10;31;7;4;"Raise the version in the driver app from 0.4.29 to 0.4.30 added to allowed 0.4.30 for dawn; nambataxi; staging";871;10;3.94230769230769
2;0.280014012511104;3000;5;1788;6;819533;94;54;Provide test coverage analysis in mobile applications;2019;11;1;5;5;"Provide test coverage analysis in mobile applications h3. *Test states in Driver namba app:*Provided analysis in the commentsI asked for an analysis of test coverage; not your opinion on how tests should work and how you will sleep betterTask not completed as expected!image-2019-12-17-16-09-37-676.png!I close the task";3595;45;4.01923076923077
0;0.080175437415571;7200;5;0;0;819529;1;1;Learn Pipeline;2019;11;1;11;5;Learn Pipeline;7030;0;4.05769230769231
3;0.06831368583103;5400;5;273;3;819526;8;8;Feedback on order status change in NT client android 5.2.53(150);2019;11;1;11;5;"Feedback on order status change in NT client android 5.2.53(150) |1. If the operator confirms the order; the client application does not actively process the order. After confirming the order; the order remains in processing as it is. If you minimize the application and open it; then the current status of the order is displayed.|Tested; works fineFixed and tested changes all in dev";5255;29;4.07692307692308
2;0.280014012511104;3000;5;1;2;819523;1;1;505 error when uploading a report;2019;11;4;5;1;"505 error when uploading a report checked logs on proxiesWhen checking; the 500th error fell out. Found an execution in sentry";3595;21;4.11538461538462
0;0.080175437415571;7200;5;212;2;819502;1;1;Learn GitLab runner;2019;11;5;8;2;Learn GitLab runner * Learning the pipeline Gitlab runner https://gitlab.com/TaxiNamba/taxi-booking-app-android-new/-/jobs/341673796The task is closed due to the dismissal of the employee. Problem solved as part of another task from Aysalkyn;7030;14.5;4.28846153846154
0;0.080175437415571;7200;5;2697;3;819492;1;1;UpdateConfiguration is deprecated;2019;11;6;8;3;"UpdateConfiguration is deprecated This article; https://stackoverflow.com/questions/54774485/android-context-getresources-updateconfiguration-deprecated-how-to-resolve; suggests replacing the deprecated method; UpdateConfiguration(....) with createConfigurationContext(Configuration). ..This article says that because config.locale is deprecated; you can now use config.setLocal(locale) insteadOld subtask. close";7030;15.6666666666667;4.38461538461538
2;0.00242218747561443;3600;5;2692;2;819489;1;1;HistoryMenuFragment.kt deprecated progressDialog and Locale;2019;11;6;11;3;HistoryMenuFragment.kt deprecated progressDialog and Locale Fixed deprecated methods....Old subtask. close;3595;3;4.40384615384615
2;0.00242218747561443;3600;5;0;1;819487;1;1;Learn how to set up a pipeline;2019;11;6;16;3;Learn how to set up a pipeline The task is closed due to the dismissal of the employee;3595;6;4.42307692307692
1;0.113965097999333;1800;5;0;1;819483;82;82;Write documentation on creating and revoking keys for openvpn;2019;11;7;10;4;Write documentation on creating and revoking keys for openvpn The VPN for nambataxi services is located on the infra.swift.kg server.;2042;152;4.48076923076923
2;0.00242218747561443;3600;5;0;0;819481;1;82;Dashboards have such processes dirmngr --daemon --homedir /tmp/apt-key-gpghome.f8mEMOFRoF;2019;11;7;13;4;Dashboards have such processes dirmngr --daemon --homedir /tmp/apt-key-gpghome.f8mEMOFRoF;3595;0;4.5
3;0.06831368583103;5400;5;786;2;819479;94;94;Add Confirmation Alert When Clicking on False Order Button (Driver App);2019;11;8;2;5;Add Confirmation Alert When Clicking on False Order Button (Driver App) Added this functionality. Showed to Arthur.Received the MR;5255;3.5;4.51923076923077
0;0.202260762571148;6600;5;292;2;819474;94;94;Set up display of messages from gitlab and firebase crash analytics to slack.;2019;11;8;16;5;"Set up display of messages from gitlab and firebase crash analytics to slack. Set up message displayeverything works; all notifications in the #taxi-apps channel in the maddevs slack";7030;7;4.57692307692308
2;0.00242218747561443;3600;5;0;0;819452;207;54;Do not display mileage in the driver's application before orders that were not auto-checked;2019;11;13;5;3;Do not display mileage in the driver's application before orders that were not auto-checked;3595;0;4.82692307692308
0;0.080175437415571;7200;5;0;1;819445;1;54;The connection is interrupted, the address in the client application is not loaded;2019;11;14;8;4;The connection is interrupted, the address in the client application is not loaded !Screen Shot 2019-11-15 at 08.58.00.png!;7030;10;4.94230769230769
2;0.00242218747561443;3600;5;0;0;819432;93;93;Code refactoring - move actions when clicking on buttons into a separate model;2019;11;15;11;5;Code refactoring - move actions when clicking on buttons into a separate model;3595;0;5.07692307692308
0;0.080175437415571;7200;5;135;2;819426;93;93;Code refactoring - move function implementations to extensions MainViewController: MGLMapViewDelegate to a separate model class;2019;11;15;12;5;"Code refactoring - move function implementations to extensions MainViewController: MGLMapViewDelegate to a separate model class After the last conversation with Pasha; I decided not to move the implementation of the delegate into a separate class. Separated only ViewModel from ViewController. All requests to the model are now made through the MainPresenter.Completed; MR accepted by Pasha";7030;15;5.13461538461538
2;0.00242218747561443;3600;5;0;1;819424;93;93;Code refactoring - move function implementations into MainViewController extensions: CLLocationManagerDelegate into a separate model class;2019;11;15;12;5;"Code refactoring - move function implementations into MainViewController extensions: CLLocationManagerDelegate into a separate model class Completed; MR accepted by Pasha";3595;4;5.15384615384615
1;0.113965097999333;1800;5;125;2;819422;93;93;Code refactoring - move implementations of functions into MainViewController extensions: UICollectionViewDelegate, UICollectionViewDataSource, UICollectionViewDelegateFlowLayout into a separate model class;2019;11;15;12;5;"Code refactoring - move implementations of functions into MainViewController extensions: UICollectionViewDelegate, UICollectionViewDataSource, UICollectionViewDelegateFlowLayout into a separate model class Left the class in the MainViewController; changed only the reference to the model (only through the presenter).Completed; MR accepted by Pasha";2042;8;5.17307692307692
2;0.00242218747561443;3600;5;0;1;819420;93;93;Code refactoring - move implementations of functions into extensions MainViewController: MainCardViewDelegate into a separate model class;2019;11;15;12;5;"Code refactoring - move implementations of functions into extensions MainViewController: MainCardViewDelegate into a separate model class Completed; MR accepted by Pasha";3595;4;5.19230769230769
0;0.080175437415571;7200;5;293;2;819416;93;93;Refactoring - study the code and write tasks;2019;11;16;3;6;Refactoring - study the code and write tasks Scheduled refactoring tasksScheduled tasks for refactoring.;7030;4;5.23076923076923
1;0.309689201980746;2700;5;15;2;819373;1;1;Order with ID 169923281 does not display commission;2019;11;25;8;1;Order with ID 169923281 does not display commission MR https://gitlab.com/TaxiNamba/taxi-dashboard/merge_requests/626in master;2042;5.5;5.73076923076923
1;0.113965097999333;1800;5;2065;3;819371;1;1;Difference of 3 tyiyn in the calculation of the total amount for trips (code: 1013);2019;11;25;8;1;"Difference of 3 tyiyn in the calculation of the total amount for trips (code: 1013) Aliya will find out from the accountants in which direction we need to round the number after the decimal pointThis problem will take a lot of time and first you need to decide whether it is worth it or not.I close the task because it is not a priority at the moment; if necessary; reopen and continue working";2042;55;5.75
0;0.080175437415571;7200;5;2114;2;819365;8;54;Write documentation to raise the NambaTaxi Client App iOS project on Xcode;2019;11;26;7;2;"Write documentation to raise the NambaTaxi Client App iOS project on Xcode {color:#ff0000}*How can I host Namba Taxi iOS project?*{color}Dock in the git; the screen is attached; I close the task";7030;95.5;5.80769230769231
0;0.343478862564508;6300;5;436;2;819349;94;54;After creating an order, the application starts counting the timer for finding cars;2019;11;26;13;2;After creating an order, the application starts counting the timer for finding cars Sent by MRmr accepted;7030;2;5.98076923076923
1;0.309689201980746;2700;5;0;0;819340;54;54;Write feature documentation;2019;11;28;3;4;Write feature documentation;2042;0;6.07692307692308
4;0.154876243897727;1200;5;986;3;819331;1;54;"Rewrite the report ""Balance of drivers for the month"" working out by krone";2019;12;2;7;1;"Rewrite the report ""Balance of drivers for the month"" working out by krone I didn’t go into details much; but just looking at the cron; it’s clear that the main load goes to getting reports from the database in billingA rough estimate; since I can’t say what and how bad it is with a superficial analysisThe task will spend a lot of time while we stop the report manually";871;43.3333333333333;6.17307692307692
0;0.343478862564508;6300;5;0;1;819318;54;54;Prepare Sprint Report 78;2019;12;4;3;3;Prepare Sprint Report 78 Done [^NambaTaxi Sprint Report 78.pdf];7030;8;6.26923076923077
4;0.154876243897727;1200;5;6;6;819315;116;54;Transfer @iihcaoedbot telegram bot to developers;2019;12;5;9;4;"Transfer @iihcaoedbot telegram bot to developers I'm trying to find the bot's repository and the place where it spins.Repository https://github.com/maddevsio/nambataxi-telegram-stats-bot. He is public. If you are finishing; then keep in mind that nothing internal goes into the turnip.Also on box 10.7.0.236 in the dir /home/oleg there is a start-bots hermit. He runs slack bots that goof off about order stats. There are two bots; one for the Namba slack and the other for the NambaTaxi slack. Both of these slack are dead; so it makes sense to run only one bot; reconfiguring it so that it pisses everything in the MD slack to the Nambataxi room; where our NambaTaxi team sits.[^namba-taxi-bot-master.zip] slack bot code; put it somewhere in the NT repo groupAll is ready. I close the task.accepted";871;32;6.30769230769231
2;0.00242218747561443;3600;5;14;2;819312;94;54;When using Remote Config in an android client application, the main screen opens;2019;12;5;9;4;When using Remote Config in an android client application, the main screen opens Submitted by MR [https://gitlab.com/TaxiNamba/taxi-booking-app-android-new/merge_requests/69]MR contributed the code to [https://gitlab.com/TaxiNamba/taxi-booking-app-android-new/merge_requests/69] master-e;3595;36.5;6.32692307692308
3;0.20953178582439;5700;5;0;0;819309;1;54;Telegram bot @iihcaoedbot crashed;2019;12;5;10;4;Telegram bot @iihcaoedbot crashed;5255;0;6.36538461538461
2;0.00242218747561443;3600;5;0;1;819304;1;54;The auto-checkout route points to the city center (asterisk);2019;12;6;8;5;"The auto-checkout route points to the city center (asterisk) I close the task because it is not a priority at the moment; if necessary; reopen and continue working";3595;16;6.40384615384615
3;0.214122514155689;4800;5;2;2;819299;207;54;The namba-app3.swift.kg dashboard is reloaded during peak hours;2019;12;9;6;1;"The namba-app3.swift.kg dashboard is reloaded during peak hours Arthur said that drivers complain that the order is being completed for a long time. And the orders are coming in. I looked at the graphs; it turned out that app3 felt very bad on Saturday (when there were problems); while app6 (the second server for driver_backend) was not loaded at all. I remembered that somewhere in the upstream on nginx I saw some additional settings for streams. I asked the admins how much they needed; commented out the settings; the load was smearedFixing problems with loading the driver's backend";5255;66.5;6.46153846153846
2;0.00242218747561443;3600;5;0;1;819282;54;54;Write a sprint report 79;2019;12;11;3;3;Write a sprint report 79 [^NambaTaxi Report for Sprint 79.pdf];3595;7;6.63461538461539
3;0.355340614149049;4500;5;227;2;819280;94;94;Crash in the payment window via Demir (Android Client App);2019;12;11;5;3;Crash in the payment window via Demir (Android Client App) Sent by MRI accept MR;5255;2;6.65384615384615
4;0.268778056082352;300;5;0;1;819272;82;82;Create a repository to store the code https://gitlab.com/taxi-hosting/koltaxi;2019;12;11;7;3;Create a repository to store the code https://gitlab.com/taxi-hosting/koltaxi created a turnip [https://gitlab.com/taxi-hosting/koltaxi/|https://gitlab.com/taxi-hosting/koltaxi/-/project_members];871;18;6.73076923076923
1;0.168471101987386;2400;5;0;0;819271;82;82;Copy and adapt configs https://gitlab.com/taxi-hosting/aeroport for KolTaxi;2019;12;11;7;3;Copy and adapt configs https://gitlab.com/taxi-hosting/aeroport for KolTaxi;2042;0;6.75
