comment_id;issue_id;author_id;count;text_short
119296;679255;1;67;"[~kirill] Please go to the admin and delete it there Content > Elements > Blocks > choose block with identifier ""footer"" and find there tel number.
"
119499;679255;1;14;"[~r.krasnov; can you please move an email like this:
"
119542;679255;1;14;[~kiril] Hello! Please check this out on stage https://magento-staging.edumall.co.th/
119543;679255;1;2;Looks alright
119222;679269;1;12;"[~denis.petrov]; Could you please say when product feed will be ready?"
119226;679269;1;38;"[~Nursultan]; If everything will be clear; I will do it tomorrow.
"
119250;679269;1;31;"[~denis.petrov]; I updated the product feed
"
119365;679269;1;12;"[~denis.petrov]; Could you please say when product feed will be ready?"
119374;679269;1;5;"[~Nursultan]; will do it tomorrow"
119437;679269;1;10;[~khalezin.d] file is located in \{magento_root}/pub/google_feed.xml
119439;679269;82;1;Done
119454;679269;1;9;"[~denis.petrov]; What is the status of this task ?"
119470;679269;1;7;"[~Nursultan]; [https://edumall.co.th/google_feed.xml]"
119472;679269;1;10;"[~denis.petrov]; Could you please provide xls and csv formats ?"
119534;679269;1;4;[~Nursultan] will do tomorrow
119562;679269;1;14;"[~khalezin.d];
"
119627;679269;1;41;"[~denis.petrov]; 1. Some products have got item description; please check (Haven't got Item description
"
119688;679269;1;8;"[~denis.petrov]; When will product feed be prepared?"
119736;679269;1;34;"[~Nursultan]
"
119737;679269;1;24;"[~kiril];
"
119821;679269;1;28;"[~denis.petrov];
"
120418;679269;374;23;"[~Nursultan] report here little update and status for this task.
"
119164;679276;1;22;[~saran] [~kirill] Please check this task here https://magento-staging.edumall.co.th/ + this task https://jira.topica.vn/browse/EVAB-719
119179;679276;1;7;Looks good now for ETL. [~r.krasnov]
119608;679285;1;10;Widget disappeared if there were less than 5 products (fixed).
119715;679285;1;6;"I can still see the error
"
119716;679285;1;4;!screenshot-1.png|thumbnail!
119505;679290;1;5;Happens only on stage/prod.
119612;679290;1;1;fixed.
119679;679301;1;1;fixed.
119291;679311;1;15;"added sentry. [~khalezin.d]; need to move sentry configuration to environment variables; check env.php."
119294;679311;1;39;"||site||variable||value||
"
119399;679318;1;30;"*Report:*
"
119405;679318;1;43;"*Report:*
"
119406;679318;1;42;"*Report:*
"
119408;679318;1;22;"*Report:*
"
119410;679318;1;17;"*Report:*
"
119511;679318;1;371;"*Report:*
"
119514;679318;1;78;"Steps to QA:
"
119148;679326;1;14;Checking the flow of COD and exploring how java e-payment service handles it.
119151;679326;1;75;"[~saran] [~pornprapa] I found that landing payment service after choosing COD sends requests to
"
119153;679326;1;13;"Thank you [~azat17].
"
119165;679326;1;39;[~saran] thanks. I think I'm going to handle it on my own. I found that an error appears before the request to the contactc3's status. I manage to fix that error then contacts' statuses should work corretly
119169;679326;1;121;"During debugging the request of changing type of contactc3 i found that the request itself works fine. But for some landings there appears an error because ContactLDP becomes null. It happens sometimes during parsing price of courses. But the most funny part of this functionality was that if a user chooses COD payment and clicks on submit button they would always be redirected to cod-v5.html ""thank you"" page; no matter if the payment was successful or failure and users would think that everything is right. I now changed that logic in frontend and it shows error page with error messages
"
119171;679326;1;68;"[~azat17]
"
119216;679326;1;134;"Had a call with Saran where we discussed the current state of this ticket.
"
119241;679326;1;12;"The status was changed to c3_code correctly.
"
119252;679326;1;12;You are welcome! Does that mean that i can close this issue ?
119307;679326;1;3;[~azat17] Issue closed.
118980;679333;1;16;[~kirill] The issue with tag is fixed https://magento-staging.edumall.co.th/topica-native1/englishcourseforessentialdailycommunication
118969;679334;1;17;"[ ~sureerat@topica.asia ] Please set category for this product and refresh the cache
"
118970;679334;1;48;"[ ~sureerat@topica.asia ] I did it on stage and it works now. Please do it on prod; I don't have an access there
"
118982;679334;1;90;"So I think the issue may be from the missing data that The data from kelly (ICC production system) was not complete migrate there are some elements that we can take a look
"
119080;679334;1;15;[ ~wasawat@topica.asia ] I will estimate the script and debug the issue with data migration
118817;679335;1;20;"We need to break this task to small tasks:
"
118823;679335;1;86;"For this task I need mainly about 5 days and about 2 days in reserve:
"
119059;679335;1;12;[~Yann] can you provide what table we need to collect in ETL?
119828;679335;1;20;"I'll start with common tables. [~Yann] if you need something special; it would be helpfull if you would share"
119977;679335;1;24;"I finished everything on etl branch [https://git.edumall.io/tcs/redshift-dw/tree/etl]
"
119978;679335;1;192;"Import guideline:
"
118943;679337;1;194;"Normally; Lead type ""c3_credit"" has 4 main e-payment status. (Ideally; it should be like to logic below)
"
119110;679337;1;89;"Went through Minerva; Marol and e-payment applications. Didn't find any code; especially background jobs (crons) that would handle functionality of changing statuses. Found schedulers in e-payment java service and started to investigate it; it also has requests to Marol. But figured out that requests are for changing Ibanking status. Still need to look for this functionality
"
119167;679337;1;184;"[~Yann] FYI. A few updates.
"
119182;679337;1;44;"[~azat17] Please note that this issue occurs only a few percent. Most of the contacts status were changed correctly.
"
119217;679337;1;104;"Had a call with Saran. Regarding this task as i mentioned before the problem of updating statuses occurs because some Contactc3s have priority equal to 3. Found that js landing ([https://git.edumall.io/edumalltl/etl-epayment-gate]) sends a request to change priority to 3 when Omise returns failure response when a user does payments. I consider that some percent of contactc3 had an error returned from Omise. It can happen when the submitted data is incorrect or outdated (card number; cvv; expiration date) or when there isn't enough money on the card
"
119309;679337;1;81;"Thank you [~azat17].
"
119322;679337;1;3;"[~saran] sure; okay"
119436;679337;1;47;[~saran] Actually it was a research ticket. I spent the time investigating how does the system change statuses to timeout and found the reason why some leads have their statuses not changed to timeout due to priority being equal to 3. There is nothing to deploy here
119449;679337;1;27;"[~azat17] Could you give me a bit more detail?
"
119475;679337;1;104;"[~saran]
"
119480;679337;1;20;"[~azat17] From your third answer (3); if the customer got 3 as their priority; why does it changed to failed?"
119489;679337;1;24;[~saran] You mean why despite having priority equal to 3 it doesn't change status to failed ? Correct me please if i'm wrong
119496;679337;1;2;[~azat17] Correct.
119504;679337;1;5;[~saran] let me research it
118734;679344;1;4;Invalid email or password.
118735;679344;1;3;!99_1.png|thumbnail!
118736;679344;1;8;I can successfully login/logout using my account.
118762;679344;1;11;[~azat17] can you please take a look from an SSO side.
118795;679344;1;11;I can reproduce this issue using prod db in local env.
118835;679344;1;48;"Issue related to quote items of this particular user. Since this user complains via phone that he can't login to his account on production; we can clean his quote manually through database as a quick solution.
"
118842;679344;82;80;"[~denis.petrov] [~kirill]
"
118843;679344;1;36;"From the code side; there are 2 magento core bugs here:
"
118706;679346;1;4;!screenshot-1.png|thumbnail!
118863;679346;1;17;"Where is this information coming from? https://docs.google.com/spreadsheets/d/1EUZuxqgRM0jBbGd387pOCEyrh04h3dPG-n743KTVxeM/edit#gid=534198039
"
118888;679346;1;98;"For the screenshot; I've no clue.
"
119018;679346;1;23;"[~dsalamau]; please check with logic (magento + bifrost); maybe ask Mage developers for help; we need to find the issue here and fix it."
119069;679346;1;10;"*Report:*
"
119088;679346;1;155;"*Report:*
"
119124;679346;1;38;[~dsalamau] I've added the list of customer who did not get a confirmation email in this file. (Sheet name: List of customer (No confirmation email) - 8JUN+) [https://docs.google.com/spreadsheets/d/1EUZuxqgRM0jBbGd387pOCEyrh04h3dPG-n743KTVxeM/edit#gid=1360374729]
119150;679346;1;200;"*Report:*
"
119154;679346;1;29;[~dsalamau] Sales team has already sent an email manually to the customer. I suppose we need to keep monitoring for more cases then or do you have any suggestion?
119195;679346;1;27;"[~saran]yes; please; let's keep monitoring the situation a few days. I'm going to add additional logging; so we could detect where emails are lost
"
119202;679346;1;2;Noted [~dsalamau]
119203;679346;1;72;"*Report:*
"
119253;679346;1;66;"*Report:*
"
119308;679346;1;42;"Noted; Let's monitor this issue for one week. I will keep you update if there is any error case.
"
119364;679346;1;4;"Ok; thank you"
119630;679346;1;37;"[~dsalamau] I've updated you the list of customer who has an error. Please help me check the reason (Sheet name: List of customer - 9-19JUN)
"
119675;679346;1;55;"*Report:*
"
119690;679346;1;21;"*Report:*
"
119692;679346;1;14;"I'll keep monitoring and will inform if found any issues.
"
119695;679346;1;42;"*Report:*
"
119699;679346;1;45;"*Report:*
"
119700;679346;1;43;"*Report:*
"
119732;679346;1;109;"*Report:*
"
119802;679346;1;8;[~saran]Are there any emails failed from tomorrow?
119825;679346;1;23;"From Yesterday until now; we have 0 cases related to this issue. Let's update again next week to finalize the issue.
"
119836;679346;1;4;"[~saran] Sure; thank you"
119924;679346;1;21;"[~dsalamau] Until today; we did not find any case so I think we can close this ticket.
"
118860;679350;1;21;"[~saran] [~Yann]
"
118886;679350;1;76;"There are two main type of lead (C3) shown in Minerva; c3_cod and c3_credit.
"
119297;679350;1;137;"Explored the code; looked for all pieces of code that could change e-payment status of c3_cod leads. Looked at Minerva and Marol. And found that such operations could be done in Marol; all other places doesn't seem to be related to it. Especially found update_payment_status method in app/controllers/contact_api_controller line 73. Third party services can change the type of the contactc3 by sending request to that action method passing the id and status of the contactc3 in parameters. If we send ""complete"" status for a contactc3 there will be a check for if there are other contactc3s with the same email; course_id; in case there are then all that contactc3s will have their statuses changed to ""completed"" and some of them may have type equal to c3_cod. That's what i managed to find"
119318;679350;1;13;[~azat17] Do we know what is the third party service that you mentioned?
119320;679350;1;6;[~pornprapa] see the message above please
119321;679350;1;16;"[~saran] it's e-payment backend service; e-payment landing the ones i know so far
"
119323;679350;1;44;"Is it the same e-payment service that we are currently using?
"
119326;679350;1;86;"[~saran] Yes; it's the same we are using now. Also i'm not fully sure if other landings may or may not send this request to change the status.
"
119328;679350;1;22;"[~azat17] Any suggested solution to prevent this; I think it is not correct to have c3_cod with complete status in our database."
119335;679350;1;46;[~saran] we can add a clause in that request by which not to take duplicated contactc3 which have c3_cod type . Such way i can prevent status updating of c3_cod leads in that request and further see if we get any c3_cod with complete status or not.
119337;679350;1;15;"[~azat17] Sounds good.
"
119339;679350;1;12;[~saran] I will not affect other flow. It mustn't do that
119352;679350;1;15;"As I discussed with [~azat17]; I think this ticket is ready to deploy.
"
115615;679353;374;20;"[~tuanlq] sorry i've messed up with project. Should i re-create this task; or can you do it here?"
115659;679353;374;6;[~tuanlq] please give me the answer here :)
116157;679353;1;13;"[ ~anhld5@topica.edu.vn ] it's about set directly form un-use domain
"
116755;679353;374;41;"[~Yann] [ ~anhld5@topica.edu.vn ]
"
116797;679353;1;6;[~namdd3] let's finish this task
116811;679353;1;26;"[~ducla5] I have a question about this task:
"
116812;679353;1;11;I removed static.edumall.co.th domain out of google indexing!
116866;679353;374;12;"[~namdd3] how did you do it?
"
116867;679353;1;21;"this website is used for static content of ETL. If we remove/disable it; all LDP's register forms will die."
116871;679353;374;62;"what solutions do we have?
"
117325;679353;1;14;"In the next phase; we should move all these resources to a center instance."
118512;679353;374;48;"[~ducla5] [~kirill]
"
118527;679353;374;53;"wow; I've found out that we stopped to get traffic there since 23-24 April. It's good but website still exists and has some traffic I guess.
"
118600;679353;82;27;"[ ~leonov.rs@gmail.com ]
"
118894;679353;374;20;"[~khalezin.d] the same that you have done before with another old subdomains.
"
119360;679353;82;39;"|h3. welovelearning.asia - 128.199.224.213|
"
119398;679353;374;29;"[~khalezin.d] it's better to remove them. It's OK.
"
119433;679353;82;22;"lp.welovelearning.asia CNAME - welovelearning.asia
"
119465;679353;374;7;"Thanks [~khalezin.d]
"
118899;679354;1;127;"We have third party service where this landing gets info from. For base url of this service is the same as this site. For example in production there is a request being made for this url [https://epayment.edumall.co.th/api/courses] to grab courses' info also there're some discount values ​​being returned from this request. I checked Meduza in case if it's that service but it isn't. Also reading the code i found that some part of the payment are being made in that service so i need to know it and look at it's code. In main.js at 200 the line there is a call to complete a payment.
"
118902;679354;1;40;"[~peerapat] can you please give info about the service from your screenshot ? What's the service and maybe you have a link to the repository? I guess it's the service where the requests mentioned above are being sent to
"
118908;679354;1;12;"You can access below link:
"
118915;679354;1;158;"A few updates. Found that data of courses that the site receives are being taken from meduza. Also figured out that discount amount exists in that data. Also figured out that this [https://git.edumall.io/edumalltl/e-payment] java service gets parameters from lending to complete a payment and that params include Omise token and the rest of the payment process is handled by [e -payment|https://git.edumall.io/edumalltl/e-payment] service. All that we need to do is go send that discount to [e-payment|https://git.edumall.io/edumalltl/e-payment] service as an additional parameter and change the amount of the price considering that discount.
"
118918;679354;1;46;[~peerapat] should the discount from your screen be directly deducted from the price as a certain value or it's a percentage that should be deducted from the price ? In your screen it's 50. Does it mean that we should deduct 50 from the price ?
118948;679354;1;63;"[~peerapat] we also currently do not have discount information displayed on the page . I think we should display it somewhere; right? If so; can you please suggest where it should be. For example for chinesetoday-english.edumall.co.th it's 50. But user knows nothing about it on the assumption of UI
"
118963;679354;1;79;"[~azat17]
"
118967;679354;1;40;"[~pornprappa] thanks! But what about this 65% mentioned above ? Is it calculated in the code now or do you set the pre-calculated corresponding prices directly in dashboard? I mean 2;799 THB and 990 THB"
118968;679354;1;64;[~pornprapa] do you know if staging version of landing e-payment ([http://edumalltl-etl-epayment-gate-web-staging.tsts.edumall.io/payment-option-v5.html|http:/ /edumalltl-etl-epayment-gate-web-staging.tsts.edumall.io/payment-option-v5.html?domain=testlandingpageit06.edumall.co.th&cid=5ea4069a450173000d000000&course_id=BC.hungdv2.test.01]) uses sandbox payments or it charges real payments? Has anyone used it before?
118974;679354;1;13;"[~azat17] about the price
"
118975;679354;1;19;"[~azat17] normally in the staging is the sandbox payment; we use [https://www.omise.co/api-testing] to test"
119019;679354;1;130;"[~pornprapa] [~saran] could someone generate such a link co.th&cid=5ea4069a450173000d000000&course_id=BC.hungdv2.test.01] with valid cid ?
"
119021;679354;1;14;[~Yann] [~ducla5] Could you please help provide the access (and support) as [~azat17] requested?
119023;679354;1;14;"{code:java}
"
119044;679354;1;129;"Got an access to Marol's staging database. Created Contactc3 and changed the prices and discount amounts for Landing testlandingpageit06.edumall.co.th for testing purposes. During that process faced validation errors due to some invalid parameters of my Contactc3; i fixed all that points. I logged data that's being sent to Omis; especially prices and afterwards compared them with data in Bifrost using Charge_id. All the data were relevant and the eventual charged price was the amount with discount deducted from the original price. But all the testing data including contactc3 were generated manually by me. See the last 5 screenshots. Need to get automatically generated link to e-payment page to test all that flow again.
"
119166;679354;1;41;"[~saran] [~pornprappa]
"
119229;679354;1;13;"[~azat17] let use this domain:
"
119267;679354;1;104;"[~ducla5] [~saran]
"
119313;679354;1;20;"[~azat17] Awesome.
"
119317;679354;1;10;[~azat17] I'll contact you via Slack for deploy time
119366;679354;1;68;"[ ~phatchaporn@topica.asia ] made a payment and got an error which i couldn't replicate in staging. Need to get access to Omise dashboard and void this payment ie made refund. [~Yann] please help us to get access to Omise
"
119414;679354;1;109;"I managed to find an issue which appeared yesterday after [ ~phatchaporn@topica.asia ] made a payment. I haven't found any transactions related to [ ~phatchaporn@topica.asia ]'s credit card. So i started to explore yesterday logs and after some investigation i found that the reason was because the initial amount became less that 25. And ultimately e-payment backend was returning an error
"
119485;679354;1;102;"I have try to made a real payment and all cases was successfully completed and discount function went well. All the transaction that we made; recorded to Minerva/Bifrost and Omise.
"
119550;679354;1;11;[ ~phatchaporn@topica.asia ] The last notes can be checked on production
119569;679354;1;145;"06/18/2020: Different methods display different final prices.
"
119683;679354;1;59;"Azat has fixed this issue and it's all set now.
"
118788;679356;1;28;"*Report:*
"
118826;679356;1;18;"*Report:*
"
118833;679356;1;11;"*Report:*
"
118882;679356;1;14;"[~dsalamau] here are some comments on the payment page
"
118903;679356;1;6;"*Report:*
"
118905;679356;1;3;Link to QA
118941;679356;1;6;"[~dsalamau]
"
118959;679356;1;20;"*Report:*
"
118961;679356;1;7;"[~dsalamau]
"
118965;679356;1;24;"*Report:*
"
119013;679356;1;4;"*Report:*
"
119155;679356;1;6;Looks good on production [~dsalamau] [~kirill]
118673;679357;1;11;"*Report:*
"
118720;679357;1;6;"*Report:*
"
118727;679357;1;9;"*Report:*
"
118728;679357;1;19;Please note that Thai lang is not supported by Roboto. [https://en.wikipedia.org/wiki/Roboto] (Language support section)
118785;679357;1;33;"STAGING TEST LINKS:
"
118940;679357;1;4;!screenshot-1.png|thumbnail!
119156;679357;1;6;Looks good on production [~kirill] [~dsalamau]
118992;679358;1;46;"* FPC has been fixed.
"
119162;679358;1;183;"Thailand and Vietnam now have the same optimizations; but TH score is still lower then VN (~30 vs ~55). Let's see what the difference is and what needs to be done.
"
118612;679359;1;40;"[ ~leonov.rs@gmail.com ] Hello! Could you please check if this task is still actual? Because I have checked the [https://edumall.co.th/?gclid=Cj0KCQjwwr32BRD4ARIsAAJNf_0v-1II9JLlQa4e2ZSVL8s57RvaVzb5Hb4bcz-aIhHkEH6U78C2RR4aAu7GEALw_wcB]
"
118917;679359;1;30;[ ~wasawat@topica.asia ] I think I have done this task in these tickets https://jira.topica.vn/browse/ETBA-77 https://jira.topica.vn/servicedesk/customer/portal/201 /WEWORK-911
118495;679361;1;52;"[~azat17] please check this task.
"
118545;679361;1;16;[~ducla5] After registration and login user get's redirected to marketplace (magento). It can be checked
117497;679364;1;24;"[~ducla5]; this one looks very easy but can do it right now at the moment; please see if the local team can handle it."
117754;679364;1;7;Just moved this task to ETL project
120119;679364;1;18;[ ~leonov.rs@gmail.com ] Hello! Please check this task here https://magento-staging.edumall.co.th/sitemap.xml
120165;679364;1;31;"[~r.krasnov] Could you please highlight the part where you add new URL in the sitemap.xml?
"
120248;679364;1;17;"[~saran]; I think it is okay and we can deploy it to prod: !screenshot-1.png|thumbnail!"
120258;679364;1;8;"[~kirill] Awesome; please proceed to the next step."
120419;679364;374;19;"[~kirill] [~ducla5] [~saran]
"
117434;679365;1;8;[ ~alec@topica.asia ] can you handle this task?
117440;679365;1;29;"[~ducla5] I find that in Admin Panel there is already a field to input SEO text but limited on character
"
117443;679365;1;39;"We can input SEO text in Admin panel for category pages
"
117446;679365;1;16;"Do you mean display like this?
"
117496;679365;1;9;[~ducla5] I reassigned this task to you for now
117547;679365;1;16;"[ ~anvt4@topica.edu.vn ] we don't request it works like unica; we request it works."
117563;679365;1;36;"[~ducla5] [ ~leonov.rs@gmail.com ] if we don't need to display text on category pages; can you send me the plan of SEO text? I will input that on SEO field of the category pages"
117582;679365;374;68;"Guys; we need to display such texts on category pages. Exactly as Unica does. Because it improves indexing by Google.
"
117584;679365;1;54;"[ ~leonov.rs@gmail.com ] if you want to add it; you must update source code and a lot of things in project. It's not simple. Do you have any suggestion about this problem?
"
117587;679365;374;95;"[~ducla5] because it's popular SEO practice and we need to get free organic traffic from Google. Now they get more traffic than we have; although our Ad Budgets are much higher.
"
117604;679365;1;19;"[~ducla5] it is not about Unica; I think that [ ~leonov.rs@gmail.com ] just took them as an example."
117705;679365;374;37;"Guys; please pay attention; that this ticket is for ETL (JIRA lagged when I created these tickets and that's why it is inside EVAB).
"
117753;679365;1;7;I move this task to ETL project.
118514;679365;374;39;"[~kirill] please put this task in higher priority for Radik. Also; I've changed the priority to High.
"
118518;679365;1;25;"Sure; Thank you so are there any possibility that you guy can plug tools in Magneto so I can manually input the content by myself"
118529;679365;374;29;"[~kiril];
"
118623;679365;1;29;"[ ~leonov.rs@gmail.com ] Could you please tell which problem you have and how to reproduce it?
"
118649;679365;1;54;"[ ~leonov.rs@gmail.com ] I have added the possibility to show description for category.
"
118651;679365;374;63;"[~r.krasnov] I'm sorry; but I don't work with admin panel. So that's why I've added here Wasawat; because he mentioned some issues with admin panel.
"
118652;679365;374;44;"[ ~wasawat@topica.asia ] please test the feature by [~r.krasnov]. You can add SEO texts in the staging admin panel. If everything is Ok; guys will deploy this on production.
"
118653;679365;1;58;"[ ~wasawat@topica.asia ] Hi; please check this task with category description on our stage website https://magento-staging.edumall.co.th/academic
"
118683;679365;1;69;"Sorry for the late reply I was on leave yesterday;
"
118698;679365;1;52;"IT work now I put in edumall.co.th; but do you know How can I set the layout of the content such as like a spacebar of paragraph bold alphabet; headline do I have to use a code in the content
"
118709;679365;1;33;"[ ~wasawat@topica.asia ] Hello! You can use simple html tags to format the text.
"
118710;679365;1;13;"[ ~wasawat@topica.asia ]
"
118811;679365;1;38;"[~r.krasnov] Thank you for the advice; but would you help me to take a look for SEO title it still not change after I Clear Cache management [https://jira.topica.vn/servicedesk/customer/portal/ 201/WEWORK-911]"
118892;679365;1;55;"[ ~wasawat@topica.asia ] I have checked it and found that this title was hard coded in codebase. So I have deleted it from there and now it can be editable.
"
118910;679365;1;31;"Yes; It works thank you only we have to switch the title to "" Edumall Thailand |"
118914;679365;1;14;[ ~wasawat@topica.asia ] Yes you will be able to do this there in admin
118972;679365;1;4;It work thank you
117062;679371;1;17;"[~ducla5]; [ ~leonov.rs@gmail.com ]; is it the duplicated for https://jira.topica.vn/browse/EVAB-226?"
117096;679371;374;35;[~kirill] this task is for ETL website. And they have differences if you read the description of the ticket. ETL doesn't have APPs that's why we don't need set up APP schema org here.
120132;679371;1;81;"[ ~leonov.rs@gmail.com ][ ~alec@topica.asia ] Hello! Please fill in all of this data in the admin of magento after deploy on production.
"
120138;679371;1;16;"Hi [~r.krasnov]; please assign to related personnel; ETL is not in my responsible. Thank you."
