id,overall_worklogs
721411,7200
721409,4200
721408,660
721407,5460
721406,5940
721405,11340
721404,5940
721403,9840
721402,7440
721401,6900
721396,5160
721395,2400
721394,11940
721393,9120
721392,7080
721391,300
721389,1920
721388,300
721387,300
721386,300
721385,240
721384,240
721382,300
721380,5040
721378,3000
721377,300
721375,60
721374,300
721372,8640
721371,7440
721370,1560
721369,6360
721368,6360
721367,6720
721366,4020
721365,300
721364,7680
721363,7260
721362,5100
721359,5520
721357,11220
721356,5400
721355,8220
721354,5220
721352,7860
721351,5640
721350,7800
721349,8520
721348,9600
721347,9840
721346,7740
721336,6720
721331,4500
721324,9420
721323,7980
721322,25560
721317,17820
721316,10320
721295,7620
721294,8220
721293,7020
721292,9960
721290,7680
721288,3420
721287,7200
721286,14220
721284,5040
721282,5040
721281,3900
721280,3360
721279,6120
721278,14220
721277,8700
721276,9120
721275,8880
721274,8760
721273,3780
721272,9060
721271,3780
721270,3780
721269,3780
721268,29220
721267,5520
721266,1560
721264,1500
721263,1860
721262,6060
721260,1020
721259,600
721258,1260
721257,2040
721255,3720
721254,7140
721253,7140
721252,8100
721250,9840
721249,6360
721248,7500
721247,600
721246,6120
721245,8640
721244,8460
721242,7740
721241,8520
676630,7080
721240,6300
721237,19620
721235,9420
721233,8520
721232,8520
721231,10800
721230,8880
721228,2040
721227,8400
721197,7920
721196,6900
721195,16500
721194,3420
721192,3240
721190,2760
721188,6360
721186,2580
721184,9720
721183,9720
721182,10080
721181,10980
721180,9000
721179,9000
721178,8700
721177,2580
721173,7620
721172,7920
721171,20880
721170,32160
721169,9660
721166,17700
721165,10620
721163,10188
721162,8700
721161,5520
721159,5400
721158,5400
721157,5040
721155,5040
721154,5040
721153,5040
721152,5520
721151,6300
721147,9960
721146,9960
721145,10320
721144,10080
721143,5520
721142,5520
721137,5520
721136,5880
721122,9540
721120,8400
721119,8400
721118,8400
721116,8400
721115,8400
721114,8400
721113,8400
721112,8880
721111,9960
721110,8280
721109,11220
721075,30000
721074,7680
721073,8460
721072,7860
721071,7200
721070,5220
721069,8400
721068,2760
721067,6900
721066,7560
721063,1860
721057,7440
721056,7980
721055,7500
721053,7980
721052,6420
721051,9180
721050,9240
721049,4920
721048,6300
721047,5100
721046,5100
721045,10380
721042,6420
721038,9060
721037,8880
721036,6180
721034,4920
721033,5820
721032,9660
721031,10680
721030,10020
721029,1260
721028,2760
721025,25320
721021,11220
721020,20700
721019,5400
721018,5400
721017,8820
721016,780
721015,2820
721014,6000
721013,26700
721012,6300
721011,26100
721009,5220
721008,5880
721004,6240
721003,480
721001,6300
721000,5820
720999,5520
720998,2640
720995,7680
720994,8100
720993,2940
720992,3120
720991,7080
720987,9000
720986,15660
720984,20700
720982,20880
720981,7500
676627,10320
720978,5460
720977,5640
720975,6360
720974,7200
720973,7140
720971,2160
720969,1920
720963,5040
720962,6840
720959,2040
720958,5640
720957,4680
720953,7680
720952,14340
720951,6420
720948,17700
720947,10200
720946,4020
720944,3060
720943,3120
720942,2880
720941,8220
720940,26880
720938,6600
720937,5100
720935,2880
720931,7980
720928,8280
720927,8280
720926,9000
720925,8280
720924,8280
720921,8820
720920,1680
720919,5580
720918,5220
720917,6300
720916,2040
720914,2520
720912,24900
720911,4920
720910,5640
720909,5640
676624,4200
720908,4200
720898,4200
720897,4200
720896,4200
720895,4200
720894,4200
720893,8460
720892,6300
720891,4680
720888,7560
720887,10260
720886,5940
720885,7560
720882,8760
720881,9360
720879,7260
720876,8700
720874,6600
720870,4500
720869,4200
720866,29220
720865,26700
720864,1860
720863,9300
720859,6600
676621,4440
720856,2760
676620,4800
720842,8700
720840,9300
720839,5100
720837,4260
720836,5040
720835,9600
720834,8100
720833,8640
720832,7980
720831,8760
720830,7560
720829,7560
720826,6720
720825,28800
720812,9840
720811,9300
720810,9000
720809,8760
720806,8640
720798,12360
856267,5100
856265,30480
856261,23820
856260,7200
856259,8100
856258,8100
856257,26520
856255,7500
856254,7980
856253,7500
856252,13500
856250,8520
856249,9960
856248,6300
856233,5880
856213,5160
893700,6840
893696,9000
893695,8100
893694,8100
893676,10320
893668,9300
893604,7500
893594,10080
893592,7920
893591,9480
893590,7440
933888,9300
933887,7440
933886,7740
933885,7740
933884,7740
933883,6240
933881,6000
933880,6000
933878,7140
933872,8400
933871,6900
933870,6240
933869,7260
933867,5400
933865,5100
933863,6900
933849,7860
933846,4440
933845,4440
933844,10080
997103,8820
997102,9420
997101,9120
997099,22560
997098,24840
997097,9600
997095,7800
997094,8820
1040330,22980
1040329,24120
700087,9180
700086,6840
700084,7020
700083,5400
700082,6720
700081,13200
700080,9480
700079,10188
700078,9300
700077,9300
700076,11760
700075,12180
700074,8220
700073,8820
700072,10620
700071,7740
700070,8460
700069,8220
700067,9420
700066,9240
700065,8100
700062,7800
700061,7140
700060,11280
700058,10380
700057,11760
700056,11760
700055,12600
700053,7080
700052,7080
700051,7860
700050,12060
700049,10740
700048,12300
700047,7260
700046,7260
700044,11520
700043,11520
700042,16140
700041,13440
700040,13440
700038,8760
700037,11460
700036,11100
700035,11460
700034,12900
700033,11460
700032,11520
700031,10680
700030,10680
700029,10680
700028,10680
700026,10680
700025,10680
700024,10620
700023,11940
1066158,16260
1151895,19680
1153669,13740
1165511,12240
1177386,53100
1200120,16260
1200583,16200
1200582,16200
1233965,16560
1233958,16560
1263117,18660
1263115,18660
1263114,18660
1263112,16800
1358978,16920
1484347,21300
1484375,22200
1828683,16440
1828613,17400
1829520,22500
1840029,23940
1840028,23940
1840027,23940
1840026,23940
1843322,17760
1843320,21000
1848257,21300
1848350,15060
1848349,19200
1848348,17400
1848347,15060
1848346,16260
1848345,18780
1848832,26880
1848831,24300
1848830,24300
1848827,24300
1848825,24300
1848823,24300
1848822,24300
1971999,13320
1978301,12720
1978806,9840
1982425,10680
1984716,11100
1984715,11820
1987124,26040
1987348,21060
1987735,11100
1990245,15600
1988962,11520
1990458,10740
1990701,10800
1990976,11280
1991033,21000
1993289,14220
1994130,10620
1995464,19620
2104546,14040
2105185,11760
2105184,11880
2106719,13140
2170252,12360
2171729,10920
2175319,12360
2175461,17820
2175460,18000
2175459,18720
2176348,13140
2176673,18000
2181164,19200
2183553,9600
686629,14220
686628,13380
686623,14700
686622,7860
686619,13320
686617,12720
686615,10680
686611,7140
686610,11160
686605,10440
686601,11220
686599,10500
686594,13200
686587,15360
686584,9420
686580,10800
686572,14940
686568,10080
686557,13320
686540,13800
686537,16500
686535,15360
686533,10380
686532,17820
686526,8400
686524,11700
686521,13380
686518,12180
686516,8400
686512,11220
686510,15600
686508,11520
686504,10560
686500,11880
686499,12180
686489,7740
686487,11580
686486,7740
686479,7740
686475,26700
686471,8400
686466,12900
686460,31320
686458,11340
686454,11820
686451,7920
686445,7680
686443,6900
686439,14340
686436,9540
686423,11460
686415,7980
686411,9300
686407,9480
686406,15960
686402,9480
686398,10920
686395,10620
679232,11820
688410,13800
688406,13320
688403,9600
679225,12060
688398,16920
688395,11100
688394,9360
688390,11940
688387,13140
688382,9600
688378,9360
688373,9780
688369,13380
688366,13500
679091,16260
688362,9960
679078,11460
688360,10020
688357,9540
688354,14100
679068,10380
688351,16260
679064,12240
678967,10200
679059,14400
679049,11100
679046,11460
679044,14940
679042,14340
679040,14340
679037,10200
688348,12300
679034,11100
679031,14340
679027,23400
688325,9780
688321,9780
688317,9780
688314,9600
679025,9300
678963,8880
688306,10980
688298,9240
688295,8820
688289,10020
688286,9060
688283,13980
679017,9120
679013,9600
679012,9600
679009,9600
679007,9600
679006,9600
679004,9600
679000,8820
678998,8820
678994,8820
678992,8820
688267,11340
678985,9300
688261,10080
688251,17100
678981,11280
688228,9960
678969,9540
688218,11940
688196,10920
688157,9360
688150,9900
688147,10740
688132,11760
702545,8820
702528,13980
702499,9120
702376,7620
670929,9060
