Номер кластера исходный;Расстояние до центра кластера;overall_worklogs;project_id;Id_razn;count_comments;id;assignee_id;creator_id;summary_to_eng;Year;Month;Day;Hour;DayOfWeek;Text_Summa;claster_centr_ishodn;mean_words_comment;Mesto_in_project
2;0.102518506872204;32100;5;713;3;819728;54;54;Testing NambaTaxi Client Android 5.2.53;2019;10;15;6;2;"Testing NambaTaxi Client Android 5.2.53 Test Resolution https://pm.maddevs.co/browse/NT-10784?focusedCommentId=66231&page=com.atlassian.jira.plugin.system.issuetabpanels:comment-tabpanel#comment-66231TestedBugs are caught and fixed; the app will need to be re-tested";17134;11;2
2;0.0614167642162347;26100;5;473;5;819723;206;54;Testing NambaTaxi Client iOS 4.31.26 (20);2019;10;15;6;2;Testing NambaTaxi Client iOS 4.31.26 (20) iPhone 8[~Aisa Tashmatova] for all the bugs unsubscribed above:Android - 5.2.53 (148)Regression 148 version of the android applicationPro release;17134;152.4;2.03846153846154
5;0.161423288564406;219600;5;0;1;819718;1;54;Communication, Non-coding, Admin Duty (Sprint 72-73);2019;10;15;8;2;Communication, Non-coding, Admin Duty (Sprint 72-73) sprint closed;196036;2;2.05769230769231
2;0.0182599344274672;19800;5;3;2;819713;93;8;Check why iOS events are not being added to the list of events in Firebase analytics and fix them;2019;10;16;4;3;Check why iOS events are not being added to the list of events in Firebase analytics and fix them I found the cause of the bug with Firebase Analytics - I wrote it in detail in the worklogs to the ticket. Prepared by MR Aysalkyn - wrote to her in the group.Accepted MR;17134;10.5;2.11538461538462
2;0.0248968953613003;13500;5;17;2;819711;1;1;Rewrite order completion (taxi-billing);2019;10;16;6;3;"Rewrite order completion (taxi-billing) https://gitlab.com/TaxiNamba/taxi-billing/merge_requests/31Checked MR; smergil in master";17134;6.5;2.13461538461538
2;0.0557232023532771;9000;5;3;2;819706;264;264;Rewrite the calculation of the cost of orders, taking into account VAT, VAT and commission ( taxi-corp-site );2019;10;17;6;4;Rewrite the calculation of the cost of orders, taking into account VAT, VAT and commission ( taxi-corp-site ) https://gitlab.com/TaxiNamba/taxi-corp-site/merge_requests/47Smergil MPs in a branch;17134;11;2.21153846153846
0;0.250154440449907;101220;5;0;0;819705;1;1;Employee Travel Report Update (taxi-corp-site);2019;10;17;7;4;Employee Travel Report Update (taxi-corp-site);64703;0;2.23076923076923
2;0.0433926795564864;10800;5;100;2;819703;94;94;Protest the ios client application according to the checklist.;2019;10;17;8;4;Protest the ios client application according to the checklist. Not relevantBald has already been released;17134;2.5;2.25
2;0.0182599344274672;19800;5;434;2;819701;94;94;Protest with the handles of the driver's application (Airoport taxi).;2019;10;17;8;4;Protest with the handles of the driver's application (Airoport taxi). Protest works fine.Tested. close;17134;2.5;2.26923076923077
2;0.0392825052908895;11400;5;402;2;819694;1;54;Testing NambaTaxi Client Android 5.2.53(148) (Staging);2019;10;17;9;4;"Testing NambaTaxi Client Android 5.2.53(148) (Staging) As for me;Tested; close";17134;36.5;2.34615384615385
2;0.00181923736507958;17400;5;0;1;819692;82;82;Nambataxi duty;2019;10;17;12;4;"Nambataxi duty The task is closed since we have the task ""Communication; Non-coding; Admin Duty"" in each sprint; admin time is now tracked there";17134;21;2.36538461538462
2;0.0516130280876802;9600;5;0;1;819684;82;82;Solving problems with the aeroporttaxi service;2019;10;18;12;5;"Solving problems with the aeroporttaxi service Feedback processed; service transferred";17134;4;2.44230769230769
2;0.0105112854317111;15600;5;31;3;819681;207;93;When deleting personal data from the application profile, the data still remains (android client);2019;10;21;6;1;"When deleting personal data from the application profile, the data still remains (android client) I took the task because it is the area of ​​responsibility of the back.Corrected the code; making it possible to reset field valuesChecked MR";17134;19.3333333333333;2.46153846153846
2;0.0495579409548818;9900;5;74;2;819679;1;1;Test Client Application(IOS) staging;2019;10;21;6;1;"Test Client Application(IOS) staging Tested the Android Client Application:Tested; I'm closing the issue";17134;48.5;2.48076923076923
2;0.0557232023532771;9000;5;300;4;819677;1;1;Test Driving App;2019;10;21;6;1;"Test Driving App Found a trace of a bug:Tested in the comments wrote out everything that I think is a bug5) Does not see orders of some fares: Comfort; Comfort+; Porter; Beep; Aeroport; VIP in https://pm.maddevs.co/browse/NT-10808 you see the standard only because your account is Registered as Standard and other orders Can't you see it's not a bug.Tested; close";17134;29;2.5
2;0.0557232023532771;9000;5;66;3;819673;1;93;In the help section, SMS links are not fully active (android client);2019;10;21;6;1;In the help section, SMS links are not fully active (android client) * I think the link should be active when clicking on the number...Now the link is active and when you click on the texts...Checked and accepted by MR;17134;11.3333333333333;2.53846153846154
2;0.0187316339629049;14400;5;86;2;819672;1;93;"The ""Application tour"" section does not work (android client)";2019;10;21;6;1;"The ""Application tour"" section does not work (android client) - Since the ""Application tour"" tab was removed for a while; it did not work correctly.I checked; I accepted the MP; I'm closing the ticket";17134;11;2.55769230769231
2;0.0618884637516725;8100;5;77;2;819671;94;94;Default values ​​do not work in Remote Config update check (Android Client);2019;10;21;6;1;Default values ​​do not work in Remote Config update check (Android Client) Added new values ​​for Remote ConfigAccepted MR;17134;4;2.57692307692308
2;0.0984083326066069;31500;5;0;1;819666;94;94;The language does not change when changing the language and night mode (Driver Taxi Android).;2019;10;21;9;1;The language does not change when changing the language and night mode (Driver Taxi Android). Not a priority. I close the task;17134;4;2.61538461538462
2;0.0310621567596957;12600;5;319;2;819661;94;94;Protest the driver's adjunct (According to the check list).;2019;10;21;16;1;"Protest the driver's adjunct (According to the check list). Tested according to the checklist; left featbacks in the checklistTested. close";17134;5.5;2.67307692307692
0;0.00888721105936868;66000;5;404;2;819655;1;54;Problem when uploading company reports;2019;10;22;9;2;Problem when uploading company reports h2. *What was the problem*The problem was solved within the framework of task NT-10644. We will solve the problem with reports within the framework of NT-10848. I am closing this issue.;64703;114.5;2.73076923076923
0;0.147299411033314;43200;5;1312;5;819653;94;54;Create a fixed field for the nearest order in the driver's application;2019;10;22;10;2;"Create a fixed field for the nearest order in the driver's application Finished adding this functionalityWe discussed the following with Eldar; Aisalkyn and Astashov:Implemented not as planned; I reopen the tasksent mr mentarI close the task because; according to the results of testing by the focus group; the feature was recognized as ineffective";64703;13;2.75
2;0.0305904572242579;21600;5;20;2;819651;93;54;In the absence of the Internet, text is placed on the status bar in the client iOS application;2019;10;22;12;2;In the absence of the Internet, text is placed on the status bar in the client iOS application For a long time I could not figure out how to reproduce the bug - I thought that it was the iPhone version. Aisalkyn showed how to reproduce the bug. Prepared MR - sent Aysalkyn for verification.Accepted MR;17134;13;2.76923076923077
2;0.0552515028178394;25200;5;132;2;819634;93;1;2 pins on the map in the iOS client app;2019;10;23;4;3;"2 pins on the map in the iOS client app Fixed a bug with 2 pins; found an omission in the logic of the code - when the order was canceled; the card was not cleared -> as a result of which the bug occurred.Checked and accepted MR";17134;13;2.94230769230769
2;0.0244251958258626;20700;5;0;0;819625;94;1;When uploading an avatar through a smartphone camera, the upload of the taken photo is displayed upside down.;2019;10;23;4;3;When uploading an avatar through a smartphone camera, the upload of the taken photo is displayed upside down.;17134;0;3.03846153846154
2;0.0614167642162347;26100;5;1109;2;819612;94;1;Incorrect time zone in Zendesk settings when sending correspondence to a mailbox;2019;10;23;4;3;Incorrect time zone in Zendesk settings when sending correspondence to a mailbox * Understood where the bug comes from.Not a priority. close;17134;36.5;3.17307692307692
2;0.0557232023532771;9000;5;228;2;819604;94;94;Set up Crashlytics for Airoport taxi;2019;10;23;14;3;"Set up Crashlytics for Airoport taxi Set up Crashlytic along with the airport taxi mentar.Checked; closing ticket";17134;5.5;3.25
2;0.0433926795564864;10800;5;1424;2;819602;1;54;Fix excel report that is unloaded in the manager;2019;10;24;6;4;Fix excel report that is unloaded in the manager Discussed with Sezim (Namba Corp Accountant) about what actions they would need to take after correcting the upload of the report[^logs.txt];17134;15.5;3.26923076923077
2;0.0433926795564864;10800;5;1484;2;819596;94;94;Fix text color in fixed nearest order. (driver app);2019;10;24;14;4;"Fix text color in fixed nearest order. (driver app) Fixed color added check for this next order.The task is completed; I'm closing; because the ticket is not relevant; the fixed fields will not be released; and all changes remain in the branch from the fixed field for now";17134;15.5;3.32692307692308
2;0.0516130280876802;9600;5;1;2;819587;54;54;"Test the feature of auto-checkout of orders (""pass-through orders"") on the sales";2019;10;28;3;1;"Test the feature of auto-checkout of orders (""pass-through orders"") on the sales Documentation [^Feature - Autocheckout.pdf]Tested. Doka written";17134;4;3.44230769230769
2;0.0922430712082115;30600;5;6264;5;819585;1;54;Integration with Paybox;2019;10;28;4;1;"Integration with Paybox Based on the results of studying the API + communication with the payBox developers; this is how we will implement it:Implementation score:*Assessing Paybox Initialization in Android App*At a meeting with Ksenia and Ulukman on October 29; it was decided to temporarily postpone the implementation of integration; since this is not currently a priorityTask closed due to project transfer";17134;83.4;3.46153846153846
0;0.153464672431709;42300;5;282;4;819583;1;1;Deploy November 1st;2019;10;28;10;1;"Deploy November 1st h2. Mock django migrationsRemade commands for pt-online-shema-change; for execution you need to replace --dry-run (this is a test run without executing changes) with --executeWhen executing the commands above; an error appeared that ALTER COLUM cannot be done because the field has not yet been added; I had to split ADD COLUMN and ALTER COLUMN into different commands; this increased the migration time by x2.Deployed";64703;310.5;3.48076923076923
2;0.0244251958258626;20700;5;1037;2;819579;94;94;Write tests for taking orders from the boiler (Driver App).;2019;10;28;15;1;"Write tests for taking orders from the boiler (Driver App). Added ""OrderTakingTest"" tests. When running tests; it checks order windows.Adopted MR changes in Virgo";17134;7;3.51923076923077
2;0.00640111116611423;16200;5;1040;2;819578;94;94;Add mock order data (Driver App).;2019;10;28;15;1;Add mock order data (Driver App). Added mock data.Accepted MP: changes in Virgo;17134;4;3.53846153846154
2;0.0675820256146301;27000;5;1043;2;819576;94;94;Write UI tests for order windows (Driver App).;2019;10;28;15;1;Write UI tests for order windows (Driver App). I run a test on all windows of the order.Accepted MR;17134;4;3.55769230769231
2;0.0557232023532771;9000;5;43;4;819574;1;1;Test IOS Client Application(prod) v4.31.26;2019;10;29;4;2;"Test IOS Client Application(prod) v4.31.26 Tested and found a trace of bugs:*_When you enter an amount greater than 10 to 20; the message is not correct_* - this is a bug; start a ticket and attach the list of ticks right there in the commentsTested. close* https://pm.maddevs.co/browse/NT-10872 When entering an amount greater than 10^20; the message is not correct";17134;63.25;3.57692307692308
0;0.0198840087998097;61800;5;0;0;819564;1;8;Automatic reading of SMS when logging into the android client application;2019;10;29;11;2;Automatic reading of SMS when logging into the android client application;64703;0;3.69230769230769
2;0.0557232023532771;9000;5;1;2;819562;1;54;Correct the report upload according to the template provided by Cholpon;2019;10;30;4;3;Correct the report upload according to the template provided by Cholpon Dashboard https://gitlab.com/TaxiNamba/taxi-dashboard/merge_requests/610in master;17134;11;3.71153846153846
2;0.0120946730290719;18900;5;0;0;819546;94;54;Release NambaTaxi Client Android 5.2.54;2019;10;30;12;3;Release NambaTaxi Client Android 5.2.54;17134;0;3.86538461538462
2;0.0799125484114208;28800;5;0;1;819543;1;1;increase /var/lib/mysql partitions on mysql1 mysql2;2019;10;31;5;4;increase /var/lib/mysql partitions on mysql1 mysql2 Documentation was written with Astashov https://docs.google.com/document/d/1fjMMCnsnOWa4UU-wlPYSyZxUaZYaaxwZQBwTk0ibx1Q/edit#heading=h.icdr1u9yy4vt;17134;39;3.92307692307692
2;0.00146890204739794;16920;5;0;1;819538;264;264;Write technical specifications for placing an order with several cars.;2019;10;31;9;4;"Write technical specifications for placing an order with several cars. I threw it off to the doctor Aliya; she said that everything was clear.";17134;21;3.96153846153846
0;0.435523299828328;128280;5;843;4;819536;264;207;Describe openapi for taxi_booking;2019;10;31;11;4;"Describe openapi for taxi_booking gitlabLeft comments in gitlabRemoved mandatory fields (token; phone number) in the post request; in the document description.The MR only applies to the dock; so the code won't break. We still need to thoroughly check the yml file; but so far there is no time for this. Just swept up in master";64703;15.5;3.98076923076923
2;0.0552515028178394;25200;5;273;4;819525;1;1;Write a test to automatically read the verification code;2019;11;4;5;1;"Write a test to automatically read the verification code Tried to write a test...Worked on writing a test for this feature...- But the permission button for entering the code cannot be pressed yet.The task is not a priority; the test is not required";17134;11.75;4.09615384615385
2;0.0203150215602657;20100;5;57;2;819521;82;1;Preparing and shutting down G2 and backup-server for moving to another room;2019;11;4;9;1;Preparing and shutting down G2 and backup-server for moving to another room Warn the team in advance that staging.swift.kg will not be availableYou can write to Malik to get ready to shut down the g2 and backup-server servers (Malik's telegram daitepiva);17134;85;4.13461538461538
2;0.149785510926568;39000;5;269;3;819519;1;207;The balance of the board has not been updated;2019;11;4;13;1;"The balance of the board has not been updated I thought about this problem for quite a long time; because it really was not clear ""how is it that the balance is not updated""MR https://gitlab.com/TaxiNamba/taxi-dashboard/merge_requests/625in master";17134;50;4.15384615384615
5;0.14292750436922;216900;5;140;2;819516;94;94;Set up tests and project for Pipeline. (driver app);2019;11;4;14;1;"Set up tests and project for Pipeline. (driver app) Set up pipeline sent MRI accepted the MP; changes in the maiden; I close the ticket";196036;5.5;4.17307692307692
5;0.331797623307223;147600;5;1473;4;819513;94;8;Set up Piplines in android client;2019;11;5;3;2;"Set up Piplines in android client due to the fact that piplines in Jekins has not been launched for a long time; my access is goneAfter communicating with the backends; we found out that we would not be able to launch the emulator to run ui tests; for this Astashov said that he would raise our own image; and a separate server for the emulator; where our palines would be launched.Set up the ci cd of the client applicationAccepted MR";196036;27;4.19230769230769
0;0.413739376220664;125100;5;668;3;819510;94;94;Change window on the way. Add Navigator (Driver App).;2019;11;5;7;2;"Change window on the way. Add Navigator (Driver App). Not implemented correctlyAdded navigatorFeature code is not in dev; double-check before release";64703;5;4.21153846153846
0;0.15315432778182;87060;5;138;4;819507;264;1;"Offer to switch to ""Rush Hour"" tariff";2019;11;5;7;2;"Offer to switch to ""Rush Hour"" tariff Wrote the necessary tests.Checked MR; left comments in gitlab. Comments only on trifles + not all fields were madeMade adjustments based on the comments of the mentor.Added crop images and preview";64703;15;4.23076923076923
2;0.0557232023532771;9000;5;0;0;819505;1;207;Reports on corporate trips are not correctly calculated;2019;11;5;7;2;Reports on corporate trips are not correctly calculated;17134;0;4.25
0;0.132192439027276;84000;5;0;1;819499;1;54;Communication, Non-coding, Admin Duty (Sprint 75);2019;11;6;2;3;Communication, Non-coding, Admin Duty (Sprint 75) Sprint closes;64703;2;4.30769230769231
2;0.0557232023532771;9000;5;2709;2;819494;1;1;ProgressDialog is deprecated;2019;11;6;7;3;ProgressDialog is deprecated * Fixed deprecated ProgressDialogOld subtask. close;17134;7.5;4.36538461538462
2;0.0187316339629049;14400;5;1;2;819484;82;82;Configure connection monitoring on dashboards ss -ln | grep8080;2019;11;7;7;4;Configure connection monitoring on dashboards ss -ln | grep8080 Added to docker-compose.ymlMade a script to add:;17134;77;4.46153846153846
0;0.159629933830104;41400;5;14;4;819476;1;207;Provide host gitlab runner with virtualization support;2019;11;8;10;5;"Provide host gitlab runner with virtualization support enabled forwarding for vitalization on g2 virtual machinein order not to waste time; they used the office physics box and installed the debian OS on it192.168.20.84 ssh access from Astashov and DartHelped Belek with the task of raising the machine to run CI/CD for android. As a result; we got an office physical box as a temporary solution for tests. Moving on to the clouds";64703;79.5;4.55769230769231
2;0.0593616770834363;25800;5;0;0;819472;207;94;Bug changing driver status when canceling an order from the client application (Driver App).;2019;11;11;6;1;Bug changing driver status when canceling an order from the client application (Driver App).;17134;0;4.59615384615385
2;0.0305904572242579;21600;5;68;2;819470;8;8;In the android client, the statuses On board, on the spot, on the way do not change;2019;11;11;7;1;"In the android client, the statuses On board, on the spot, on the way do not change Removed the checks added by Aziza to fix crashes from the Factory; fixed the status change in the client applicationFixed changes in dev; tested everything works";17134;11;4.61538461538462
2;0.037227418158091;11700;5;294;2;819468;94;94;When canceling an order in the client application, the car search timer does not reset (Client App);2019;11;11;16;1;When canceling an order in the client application, the car search timer does not reset (Client App) Fixed a bug sent MR mentaraVirgo changes;17134;4;4.63461538461538
2;0.071692199880227;27600;5;279;2;819467;93;93;Pipeline setup for iOS client application;2019;11;12;4;2;Pipeline setup for iOS client application Set up pipeline to run tests on iMac for client iOS applicationeverything is set up and working;17134;7.5;4.65384615384615
2;0.037227418158091;11700;5;193;2;819459;94;94;Processing feedback from Aysalkyn during testing of the driver's add-on.;2019;11;12;17;2;"Processing feedback from Aysalkyn during testing of the driver's add-on. Fixed bugs sent MR mentaraaccepted all the changes; and the application was handed over to the drivers";17134;6;4.76923076923077
0;0.360307110767904;117300;5;0;0;819456;1;54;Communication, Non-coding, Admin Duty (Sprint 76);2019;11;13;2;3;Communication, Non-coding, Admin Duty (Sprint 76);64703;0;4.78846153846154
2;0.0433926795564864;10800;5;936;2;819430;93;93;Code refactoring - move all alerts to a separate model;2019;11;15;12;5;"Code refactoring - move all alerts to a separate model Refactored the code related to alerts; greatly reduced the amount of space used.Completed; MR accepted by Pasha";17134;7;5.09615384615385
0;0.0979773198461509;50400;5;135;2;819428;93;93;Code refactoring - move function implementations into extensions MainViewController: MainDelegate into a separate model class;2019;11;15;12;5;"Code refactoring - move function implementations into extensions MainViewController: MainDelegate into a separate model class Implemented all delegate methods in MainPresenter by wrapping it in a delegate for the presenter. The ViewModel is completely separate from the MainController.Completed; MR accepted by Pasha";64703;10.5;5.11538461538462
2;0.0305904572242579;21600;5;0;1;819418;93;93;Code refactoring - further optimization of the MainViewController class code;2019;11;15;14;5;"Code refactoring - further optimization of the MainViewController class code Completed; MR accepted by Pasha";17134;4;5.21153846153846
2;0.0182599344274672;19800;5;0;1;819415;207;207;Setting up gitlab-runner to run android tests;2019;11;18;3;1;"Setting up gitlab-runner to run android tests Set up 192.168.20.124 on the local machine; access from [~alexander.astashov].";17134;126;5.25
2;0.00181923736507958;17400;5;2;2;819413;207;207;Update index of addresses for geocoding;2019;11;18;5;1;Update index of addresses for geocoding Updated requests to the new ElasticSearch and added a switchChecked and accepted MR;17134;11;5.26923076923077
2;0.0187316339629049;14400;5;294;2;819409;1;1;Remove random corp.code on the dashboard of the corp site;2019;11;18;7;1;Remove random corp.code on the dashboard of the corp site Aliya asks Cholpon if it is possible to simply delete this field? after which we will decide whether to deal with this task or notCommit https://gitlab.com/TaxiNamba/taxi-corp-site/commit/7b06b7e4f840ad5ced1a72cfc933e791817dd1d7;17134;15;5.30769230769231
2;0.0984083326066069;31500;5;309;2;819398;94;94;Implement the feature of the offer for the user to change the order (Client App);2019;11;18;16;1;Implement the feature of the offer for the user to change the order (Client App) Sent MR MentaraAccepted MR;17134;4.5;5.44230769230769
2;0.0495579409548818;9900;5;0;0;819396;82;54;Provide data on SMS messages to Beeline for Ksenia;2019;11;19;7;2;Provide data on SMS messages to Beeline for Ksenia;17134;0;5.46153846153846
0;0.0849254349729115;77100;5;0;0;819389;1;54;Communication, Non-coding, Admin Duty (Sprint 77);2019;11;19;9;2;Communication, Non-coding, Admin Duty (Sprint 77);64703;0;5.51923076923077
2;0.0408658928882502;23100;5;0;1;819385;54;54;Problems on the prod - Freezes in the control room;2019;11;20;12;3;"Problems on the prod - Freezes in the control room Issue fixed; postmortem attached";17134;4;5.57692307692308
2;0.0310621567596957;12600;5;60;2;819380;94;94;Rotating a profile picture when shooting with a camera (Client App Android);2019;11;23;10;6;Rotating a profile picture when shooting with a camera (Client App Android) Sent by MRAccepted: all changes in Virgo;17134;3.5;5.65384615384615
2;0.0310621567596957;12600;5;45;3;819374;1;1;In the act of reconciliation, the total amount of the company with the corp code 1013 is incorrectly calculated;2019;11;25;8;1;In the act of reconciliation, the total amount of the company with the corp code 1013 is incorrectly calculated The problem arose due to the fact that the cost of the order with commissions and taxes was not updated in the order after the adjustmentOrders with price not updatedUpdated the cost of corporate orders in the archive;17134;1417.66666666667;5.71153846153846
2;0.0737472870130254;27900;5;0;1;819367;94;94;Implement reading SMS notifications (Client taxi);2019;11;25;15;1;Implement reading SMS notifications (Client taxi) sent mr;17134;2;5.78846153846154
5;0.399615498689572;137700;5;0;0;819362;1;54;Communication, Non-coding, Admin Duty (Sprint 78);2019;11;26;9;2;Communication, Non-coding, Admin Duty (Sprint 78);196036;0;5.82692307692308
