Номер кластера исходный;Расстояние до центра кластера;overall_worklogs;project_id;Id_razn;count_comments;id;assignee_id;creator_id;summary_to_eng;Year;Month;Day;Hour;DayOfWeek;Text_Summa;claster_centr_ishodn;mean_words_comment;Mesto_in_project
3;0.108155925802053;84000;5;0;0;819778;1;54;Communication and non-coding time (Sprint 71);2019;10;8;9;2;Communication and non-coding time (Sprint 71);62559;0;1.44230769230769
0;0.0499056349442208;35100;5;120;2;819768;94;94;Connect FireRemoteConfig and create an update window.;2019;10;9;14;3;"Connect FireRemoteConfig and create an update window. Connected FireBase Remote Config. Added notification windows.checked; accepted MR";25206;5;1.57692307692308
0;0.03635091814001;18000;5;122;2;819765;94;94;Cover with tests RemoteConfig in the driver app;2019;10;9;14;3;Cover with tests RemoteConfig in the driver app Covered with tests. All three cases of update notification.Accepted MR;25206;5;1.61538461538462
0;0.0272712809732488;19800;5;140;2;819761;94;54;Change the design of the Aeroport-taxi driver application;2019;10;10;4;4;Change the design of the Aeroport-taxi driver application Changed the designChecked accepted MR;25206;2.5;1.65384615384615
0;0.03635091814001;18000;5;144;2;819759;94;54;Change app accent colors from gold to blue;2019;10;10;5;4;Change app accent colors from gold to blue Changed the color of the prila.Checked changed;25206;3.5;1.67307692307692
9;0.129386358184792;110640;5;295;3;819751;264;264;Rewrite the calculation of the cost of orders, taking into account VAT, VAT and commission ( taxi-dashboard );2019;10;10;11;4;Rewrite the calculation of the cost of orders, taking into account VAT, VAT and commission ( taxi-dashboard ) Nifiga is not understood what and how to calculate. Write out the task in more detailgitlabSmergil change;136290;7.33333333333333;1.75
0;0.0347729063329522;32100;5;713;3;819728;54;54;Testing NambaTaxi Client Android 5.2.53;2019;10;15;6;2;"Testing NambaTaxi Client Android 5.2.53 Test Resolution https://pm.maddevs.co/browse/NT-10784?focusedCommentId=66231&page=com.atlassian.jira.plugin.system.issuetabpanels:comment-tabpanel#comment-66231TestedBugs are caught and fixed; the app will need to be re-tested";25206;11;2
0;0.00450744911041512;26100;5;473;5;819723;206;54;Testing NambaTaxi Client iOS 4.31.26 (20);2019;10;15;6;2;Testing NambaTaxi Client iOS 4.31.26 (20) iPhone 8[~Aisa Tashmatova] for all the bugs unsubscribed above:Android - 5.2.53 (148)Regression 148 version of the android applicationPro release;25206;152.4;2.03846153846154
6;0.214326726912473;219600;5;0;1;819718;1;54;Communication, Non-coding, Admin Duty (Sprint 72-73);2019;10;15;8;2;Communication, Non-coding, Admin Duty (Sprint 72-73) sprint closed;262089;2;2.05769230769231
0;0.0272712809732488;19800;5;3;2;819713;93;8;Check why iOS events are not being added to the list of events in Firebase analytics and fix them;2019;10;16;4;3;Check why iOS events are not being added to the list of events in Firebase analytics and fix them I found the cause of the bug with Firebase Analytics - I wrote it in detail in the worklogs to the ticket. Prepared by MR Aysalkyn - wrote to her in the group.Accepted MR;25206;10.5;2.11538461538462
9;0.176903126024175;101220;5;0;0;819705;1;1;Employee Travel Report Update (taxi-corp-site);2019;10;17;7;4;Employee Travel Report Update (taxi-corp-site);136290;0;2.23076923076923
0;0.0272712809732488;19800;5;434;2;819701;94;94;Protest with the handles of the driver's application (Airoport taxi).;2019;10;17;8;4;Protest with the handles of the driver's application (Airoport taxi). Protest works fine.Tested. close;25206;2.5;2.26923076923077
0;0.0393774638622636;17400;5;0;1;819692;82;82;Nambataxi duty;2019;10;17;12;4;"Nambataxi duty The task is closed since we have the task ""Communication; Non-coding; Admin Duty"" in each sprint; admin time is now tracked there";25206;21;2.36538461538462
0;0.0317463606106985;31500;5;0;1;819666;94;94;The language does not change when changing the language and night mode (Driver Taxi Android).;2019;10;21;9;1;The language does not change when changing the language and night mode (Driver Taxi Android). Not a priority. I close the task;25206;4;2.61538461538462
3;0.017359554134442;66000;5;404;2;819655;1;54;Problem when uploading company reports;2019;10;22;9;2;Problem when uploading company reports h2. *What was the problem*The problem was solved within the framework of task NT-10644. We will solve the problem with reports within the framework of NT-10848. I am closing this issue.;62559;114.5;2.73076923076923
0;0.0907640021946459;43200;5;1312;5;819653;94;54;Create a fixed field for the nearest order in the driver's application;2019;10;22;10;2;"Create a fixed field for the nearest order in the driver's application Finished adding this functionalityWe discussed the following with Eldar; Aisalkyn and Astashov:Implemented not as planned; I reopen the tasksent mr mentarI close the task because; according to the results of testing by the focus group; the feature was recognized as ineffective";25206;13;2.75
0;0.0181916438064877;21600;5;20;2;819651;93;54;In the absence of the Internet, text is placed on the status bar in the client iOS application;2019;10;22;12;2;In the absence of the Internet, text is placed on the status bar in the client iOS application For a long time I could not figure out how to reproduce the bug - I thought that it was the iPhone version. Aisalkyn showed how to reproduce the bug. Prepared MR - sent Aysalkyn for verification.Accepted MR;25206;13;2.76923076923077
0;3.23694729654211E-5;25200;5;132;2;819634;93;1;2 pins on the map in the iOS client app;2019;10;23;4;3;"2 pins on the map in the iOS client app Fixed a bug with 2 pins; found an omission in the logic of the code - when the order was canceled; the card was not cleared -> as a result of which the bug occurred.Checked and accepted MR";25206;13;2.94230769230769
0;0.0227314623898683;20700;5;0;0;819625;94;1;When uploading an avatar through a smartphone camera, the upload of the taken photo is displayed upside down.;2019;10;23;4;3;When uploading an avatar through a smartphone camera, the upload of the taken photo is displayed upside down.;25206;0;3.03846153846154
0;0.00450744911041512;26100;5;1109;2;819612;94;1;Incorrect time zone in Zendesk settings when sending correspondence to a mailbox;2019;10;23;4;3;Incorrect time zone in Zendesk settings when sending correspondence to a mailbox * Understood where the bug comes from.Not a priority. close;25206;36.5;3.17307692307692
0;0.027206542027318;30600;5;6264;5;819585;1;54;Integration with Paybox;2019;10;28;4;1;"Integration with Paybox Based on the results of studying the API + communication with the payBox developers; this is how we will implement it:Implementation score:*Assessing Paybox Initialization in Android App*At a meeting with Ksenia and Ulukman on October 29; it was decided to temporarily postpone the implementation of integration; since this is not currently a priorityTask closed due to project transfer";25206;83.4;3.46153846153846
0;0.0862241836112653;42300;5;282;4;819583;1;1;Deploy November 1st;2019;10;28;10;1;"Deploy November 1st h2. Mock django migrationsRemade commands for pt-online-shema-change; for execution you need to replace --dry-run (this is a test run without executing changes) with --executeWhen executing the commands above; an error appeared that ALTER COLUM cannot be done because the field has not yet been added; I had to split ADD COLUMN and ALTER COLUMN into different commands; this increased the migration time by x2.Deployed";25206;310.5;3.48076923076923
0;0.0227314623898683;20700;5;1037;2;819579;94;94;Write tests for taking orders from the boiler (Driver App).;2019;10;28;15;1;"Write tests for taking orders from the boiler (Driver App). Added ""OrderTakingTest"" tests. When running tests; it checks order windows.Adopted MR changes in Virgo";25206;7;3.51923076923077
0;0.0454305553067711;16200;5;1040;2;819578;94;94;Add mock order data (Driver App).;2019;10;28;15;1;Add mock order data (Driver App). Added mock data.Accepted MP: changes in Virgo;25206;4;3.53846153846154
0;0.00904726769379569;27000;5;1043;2;819576;94;94;Write UI tests for order windows (Driver App).;2019;10;28;15;1;Write UI tests for order windows (Driver App). I run a test on all windows of the order.Accepted MR;25206;4;3.55769230769231
3;0.00382626592133395;61800;5;0;0;819564;1;8;Automatic reading of SMS when logging into the android client application;2019;10;29;11;2;Automatic reading of SMS when logging into the android client application;62559;0;3.69230769230769
0;0.0318110995566294;18900;5;0;0;819546;94;54;Release NambaTaxi Client Android 5.2.54;2019;10;30;12;3;Release NambaTaxi Client Android 5.2.54;25206;0;3.86538461538462
0;0.0181269048605568;28800;5;0;1;819543;1;1;increase /var/lib/mysql partitions on mysql1 mysql2;2019;10;31;5;4;increase /var/lib/mysql partitions on mysql1 mysql2 Documentation was written with Astashov https://docs.google.com/document/d/1fjMMCnsnOWa4UU-wlPYSyZxUaZYaaxwZQBwTk0ibx1Q/edit#heading=h.icdr1u9yy4vt;25206;39;3.92307692307692
0;0.0417987004400666;16920;5;0;1;819538;264;264;Write technical specifications for placing an order with several cars.;2019;10;31;9;4;"Write technical specifications for placing an order with several cars. I threw it off to the doctor Aliya; she said that everything was clear.";25206;21;3.96153846153846
9;0.0404059139505325;128280;5;843;4;819536;264;207;Describe openapi for taxi_booking;2019;10;31;11;4;"Describe openapi for taxi_booking gitlabLeft comments in gitlabRemoved mandatory fields (token; phone number) in the post request; in the document description.The MR only applies to the dock; so the code won't break. We still need to thoroughly check the yml file; but so far there is no time for this. Just swept up in master";136290;15.5;3.98076923076923
0;3.23694729654211E-5;25200;5;273;4;819525;1;1;Write a test to automatically read the verification code;2019;11;4;5;1;"Write a test to automatically read the verification code Tried to write a test...Worked on writing a test for this feature...- But the permission button for entering the code cannot be pressed yet.The task is not a priority; the test is not required";25206;11.75;4.09615384615385
0;0.025758008112122;20100;5;57;2;819521;82;1;Preparing and shutting down G2 and backup-server for moving to another room;2019;11;4;9;1;Preparing and shutting down G2 and backup-server for moving to another room Warn the team in advance that staging.swift.kg will not be availableYou can write to Malik to get ready to shut down the g2 and backup-server servers (Malik's telegram daitepiva);25206;85;4.13461538461538
0;0.0695781821388699;39000;5;269;3;819519;1;207;The balance of the board has not been updated;2019;11;4;13;1;"The balance of the board has not been updated I thought about this problem for quite a long time; because it really was not clear ""how is it that the balance is not updated""MR https://gitlab.com/TaxiNamba/taxi-dashboard/merge_requests/625in master";25206;50;4.15384615384615
6;0.227946182662615;216900;5;140;2;819516;94;94;Set up tests and project for Pipeline. (driver app);2019;11;4;14;1;"Set up tests and project for Pipeline. (driver app) Set up pipeline sent MRI accepted the MP; changes in the maiden; I close the ticket";262089;5.5;4.17307692307692
9;0.0570488583060369;147600;5;1473;4;819513;94;8;Set up Piplines in android client;2019;11;5;3;2;"Set up Piplines in android client due to the fact that piplines in Jekins has not been launched for a long time; my access is goneAfter communicating with the backends; we found out that we would not be able to launch the emulator to run ui tests; for this Astashov said that he would raise our own image; and a separate server for the emulator; where our palines would be launched.Set up the ci cd of the client applicationAccepted MR";136290;27;4.19230769230769
9;0.0564466062784772;125100;5;668;3;819510;94;94;Change window on the way. Add Navigator (Driver App).;2019;11;5;7;2;"Change window on the way. Add Navigator (Driver App). Not implemented correctlyAdded navigatorFeature code is not in dev; double-check before release";136290;5;4.21153846153846
3;0.123591308985547;87060;5;138;4;819507;264;1;"Offer to switch to ""Rush Hour"" tariff";2019;11;5;7;2;"Offer to switch to ""Rush Hour"" tariff Wrote the necessary tests.Checked MR; left comments in gitlab. Comments only on trifles + not all fields were madeMade adjustments based on the comments of the mentor.Added crop images and preview";62559;15;4.23076923076923
3;0.108155925802053;84000;5;0;1;819499;1;54;Communication, Non-coding, Admin Duty (Sprint 75);2019;11;6;2;3;Communication, Non-coding, Admin Duty (Sprint 75) Sprint closes;62559;2;4.30769230769231
0;0.0816843650278847;41400;5;14;4;819476;1;207;Provide host gitlab runner with virtualization support;2019;11;8;10;5;"Provide host gitlab runner with virtualization support enabled forwarding for vitalization on g2 virtual machinein order not to waste time; they used the office physics box and installed the debian OS on it192.168.20.84 ssh access from Astashov and DartHelped Belek with the task of raising the machine to run CI/CD for android. As a result; we got an office physical box as a temporary solution for tests. Moving on to the clouds";25206;79.5;4.55769230769231
0;0.00299417624928827;25800;5;0;0;819472;207;94;Bug changing driver status when canceling an order from the client application (Driver App).;2019;11;11;6;1;Bug changing driver status when canceling an order from the client application (Driver App).;25206;0;4.59615384615385
0;0.0181916438064877;21600;5;68;2;819470;8;8;In the android client, the statuses On board, on the spot, on the way do not change;2019;11;11;7;1;"In the android client, the statuses On board, on the spot, on the way do not change Removed the checks added by Aziza to fix crashes from the Factory; fixed the status change in the client applicationFixed changes in dev; tested everything works";25206;11;4.61538461538462
0;0.0120738134160494;27600;5;279;2;819467;93;93;Pipeline setup for iOS client application;2019;11;12;4;2;Pipeline setup for iOS client application Set up pipeline to run tests on iMac for client iOS applicationeverything is set up and working;25206;7.5;4.65384615384615
9;0.0957917006677754;117300;5;0;0;819456;1;54;Communication, Non-coding, Admin Duty (Sprint 76);2019;11;13;2;3;Communication, Non-coding, Admin Duty (Sprint 76);136290;0;4.78846153846154
3;0.0613306346441544;50400;5;135;2;819428;93;93;Code refactoring - move function implementations into extensions MainViewController: MainDelegate into a separate model class;2019;11;15;12;5;"Code refactoring - move function implementations into extensions MainViewController: MainDelegate into a separate model class Implemented all delegate methods in MainPresenter by wrapping it in a delegate for the presenter. The ViewModel is completely separate from the MainController.Completed; MR accepted by Pasha";62559;10.5;5.11538461538462
0;0.0181916438064877;21600;5;0;1;819418;93;93;Code refactoring - further optimization of the MainViewController class code;2019;11;15;14;5;"Code refactoring - further optimization of the MainViewController class code Completed; MR accepted by Pasha";25206;4;5.21153846153846
0;0.0272712809732488;19800;5;0;1;819415;207;207;Setting up gitlab-runner to run android tests;2019;11;18;3;1;"Setting up gitlab-runner to run android tests Set up 192.168.20.124 on the local machine; access from [~alexander.astashov].";25206;126;5.25
0;0.0393774638622636;17400;5;2;2;819413;207;207;Update index of addresses for geocoding;2019;11;18;5;1;Update index of addresses for geocoding Updated requests to the new ElasticSearch and added a switchChecked and accepted MR;25206;11;5.26923076923077
0;0.0317463606106985;31500;5;309;2;819398;94;94;Implement the feature of the offer for the user to change the order (Client App);2019;11;18;16;1;Implement the feature of the offer for the user to change the order (Client App) Sent MR MentaraAccepted MR;25206;4.5;5.44230769230769
3;0.0733506499961357;77100;5;0;0;819389;1;54;Communication, Non-coding, Admin Duty (Sprint 77);2019;11;19;9;2;Communication, Non-coding, Admin Duty (Sprint 77);62559;0;5.51923076923077
0;0.0106252795008534;23100;5;0;1;819385;54;54;Problems on the prod - Freezes in the control room;2019;11;20;12;3;"Problems on the prod - Freezes in the control room Issue fixed; postmortem attached";25206;4;5.57692307692308
0;0.0135870862771763;27900;5;0;1;819367;94;94;Implement reading SMS notifications (Client taxi);2019;11;25;15;1;Implement reading SMS notifications (Client taxi) sent mr;25206;2;5.78846153846154
9;0.00711085388885069;137700;5;0;0;819362;1;54;Communication, Non-coding, Admin Duty (Sprint 78);2019;11;26;9;2;Communication, Non-coding, Admin Duty (Sprint 78);136290;0;5.82692307692308
0;0.027206542027318;30600;5;3095;3;819356;93;54;Feature - Tariff change offer (iOS);2019;11;26;9;2;"Feature - Tariff change offer (iOS) As of January 21; 2020; this task was completed in the -NT-10984-_change_tariff branch:Work on the task was stopped due to the freezing of the project on January 21; 2020 (at the direction of Alla Klimenko)Task closed due to project transfer";25206;49.6666666666667;5.88461538461539
0;0.0136518252231071;22500;5;0;1;819347;94;54;Tariff change offer does not work if the application has been minimized or unloaded;2019;11;26;13;2;"Tariff change offer does not work if the application has been minimized or unloaded I checked; Eldar tested it and showed me; I close the ticket in dev";25206;11;6
0;0.027206542027318;30600;5;0;1;819343;207;207;Set up ci/cd for taxi-tracking;2019;11;27;6;3;"Set up ci/cd for taxi-tracking All set up; everything works";25206;4;6.03846153846154
3;0.0855430004221841;45600;5;0;1;819335;207;207;Collect drivers coordinates in elasticsearch;2019;12;2;4;1;Collect drivers coordinates in elasticsearch Raised on ES staging. Uploaded code for staging.;62559;30;6.13461538461539
3;0.0174457216714756;59100;5;1;2;819333;82;54;Develop Zarya-taxi protection against brute force;2019;12;2;6;1;"Develop Zarya-taxi protection against brute force Killed the external for tcp ports 5000-6000; 16000-17000 tcpScript to execute sooooo carefully on prod servers.";62559;438;6.15384615384615
0;3.23694729654211E-5;25200;5;118;2;819329;94;94;Release of NambaTaxi Client Android 5.2.57;2019;12;3;6;2;Release of NambaTaxi Client Android 5.2.57 Released 5.2.58 in the task unsubscribed the version.I close the task. Application in sale;25206;6.5;6.19230769230769
3;0.118748835829941;86100;5;37;2;819323;1;54;Communication, Non-coding, Admin Duty (Sprint 79);2019;12;3;14;2;Communication, Non-coding, Admin Duty (Sprint 79) stuckSprint finished;62559;23;6.23076923076923
0;0.0226667234439374;29700;5;0;1;819320;207;207;Write requests to save coordinates in driver_backend;2019;12;4;2;3;Write requests to save coordinates in driver_backend MR on gitlab-ci additions;25206;59;6.25
0;0.00305891519521914;24600;5;58;2;819302;54;54;Write a report on NambaTaxi for autumn;2019;12;9;3;1;Write a report on NambaTaxi for autumn Sent to the customer. I close the task[^NambaTaxi report for September-October-November 2019.pdf];25206;6;6.42307692307692
0;0.00450744911041512;26100;5;282;2;819293;207;207;Come up with a solution to the auto-problem;2019;12;9;12;1;"Come up with a solution to the auto-problem MRTogether with the elders; we came up with the idea of ​​making a separate redis channel for each driver and writing a worker that will offer orders to drivers";25206;14.5;6.51923076923077
3;0.13388156444121;89100;5;677;3;819284;1;54;Communication, Non-coding, Admin Duty (Sprint 80);2019;12;11;3;3;Communication, Non-coding, Admin Duty (Sprint 80) Called Artur and Anton about the duty.Zarya Taxi did not receive an SMS notification to the client with the number 0700774223 viewing the logs showed that there were no messages sent to the client.Zarya taxi did not receive SMS for all operators.;62559;12.3333333333333;6.61538461538461
0;0.015165098084234;22200;5;0;1;819277;112;82;"Raise the ""Kol-taxi"" service";2019;12;11;7;3;"Raise the ""Kol-taxi"" service Communication with Dima and Artur on the task. For now; work is suspended but cannot be closed.";25206;13;6.67307692307692
0;0.00904726769379569;27000;5;91;4;819258;291;82;Deploy taxi service koltaxi.swift.kg;2019;12;11;7;3;"Deploy taxi service koltaxi.swift.kg Haproxy does not rise; we need to figure out why.Found the problem. letsencrypt does not generate certificates. There are empty folders in the /opt/docker/configs/nginx/certs volume; asked Dima for access to aerotaxi; went to the server; all the certificates are there. Research on the issue of generating certificates [https://community.letsencrypt.org/t/unable-to-renew-certificates/78310]I see in the log ";25206;73.25;6.90384615384615
0;0.0454305553067711;16200;5;0;1;819251;291;82;Connect to KolTaxi monitoring;2019;12;11;8;3;Connect to KolTaxi monitoring  ;25206;47;6.96153846153846
0;0.0226667234439374;29700;5;20;2;819234;207;54;Change ip and ports for sms daemons on all taxi services;2019;12;11;10;3;"Change ip and ports for sms daemons on all taxi services I set up the connection again; moved the work with sms to the draft dock. I'm waiting for Marat's review; I transfer it to the main dock and then close the task.Marat checked and approved. Moved the dock to a shared drive";25206;14.5;7.17307692307692
3;0.0642710128293745;75300;5;181;4;819224;1;54;Problems with outgoing calls in operator.swift.kg;2019;12;12;9;4;Problems with outgoing calls in operator.swift.kg One of the scenarios how to catch the problem:*One more problem*:!screenshot-1.png|!Left:;62559;65.25;7.26923076923077
0;0.0106252795008534;23100;5;174;3;819201;1;54;Resets when trying to call;2019;12;16;11;1;"Resets when trying to call Regarding the problem described in the ticket: December 23 - the operators said that the situation with outgoing drops has improved (for megacom and beeline). Problems remained only with outgoing to the window - which are still being dropped. To test this; me and [~alexeagro] checked the sims in all channels and dragged sims from different slots to find the problem.Since Oshka is a more popular operator; we decided that it is better to turn off one of the 3 beeline channels (since the beeline is used less in our country) and connect another channel to Oshka so that there are 3 of themThis problem manifests itself when all outgoing channels are busy and the operator tries to make an outgoing call";25206;128.666666666667;7.48076923076923
9;0.0830802086343099;119820;5;0;0;819189;1;54;Communication, Non-coding, Admin Duty (Sprint 81);2019;12;17;9;2;Communication, Non-coding, Admin Duty (Sprint 81);136290;0;7.59615384615385
3;0.0567908160607738;51300;5;0;0;819182;94;94;Mapbox update;2019;12;17;10;2;Mapbox update;62559;0;7.67307692307692
3;0.0250120859771099;57600;5;3963;5;819178;94;94;Update MapBox in Client App (Android);2019;12;17;10;2;"Update MapBox in Client App (Android) Pipeline fails [https://gitlab.com/TaxiNamba/taxi-booking-app-android-new/-/jobs/388235646]Sent MR to Ruslan [https://gitlab.com/TaxiNamba/taxi-booking-app-android-new/merge_requests/72]Task status: pending MR review by a senior developer.Work on the task was stopped due to the freezing of the project on January 21; 2020 (at the direction of Alla Klimenko)Task closed due to project transfer";62559;12;7.69230769230769
0;0.0589852721109819;36900;5;0;0;819167;207;207;Write a broker to deliver orders to drivers;2019;12;19;6;4;Write a broker to deliver orders to drivers;25206;0;7.86538461538461
3;0.0825164546999304;46200;5;0;0;676065;207;207;Add new order status;2019;12;23;8;1;Add new order status;62559;0;7.94230769230769
0;0.0226667234439374;29700;5;3096;2;676053;1;54;Fix 500 errors after updating python on staging;2019;12;24;10;2;Fix 500 errors after updating python on staging Started fixing errors by sentryTask closed due to project transfer;25206;48;8.03846153846154
0;0.0362861791940791;32400;5;0;0;676050;207;207;Implement a request to assign an order to the driver;2019;12;25;6;3;Implement a request to assign an order to the driver;25206;0;8.07692307692308
0;0.0181916438064877;21600;5;3;2;676039;82;54;Renew SSL certificates for nambataxi.kg and swift.kg domains;2019;12;27;5;5;Renew SSL certificates for nambataxi.kg and swift.kg domains Notifications will be sent to Email taxinamba@gmail.com*Purchasing certificates*;25206;529.5;8.25
0;3.23694729654211E-5;25200;5;0;1;676009;94;94;TlsVersion.java line 53 (Driver App);2020;1;8;10;3;TlsVersion.java line 53 (Driver App) Submitted by MR [https://gitlab.com/TaxiNamba/taxi-driver-android-new/merge_requests/70;25206;39;8.57692307692308
3;0.0810031818388035;46500;5;0;0;675989;54;54;Communication, Non-coding, Admin Duty (Sprint 82);2020;1;13;11;1;Communication, Non-coding, Admin Duty (Sprint 82);62559;0;8.76923076923077
3;0.0219855402548562;58200;13;0;0;730948;1;1;Dashboard redesign - when you login to Teacherly as a newly qualified teacher the first screen you see is the landing page but it's not clear how to start using the templates.;2018;3;14;11;3;Dashboard redesign - when you login to Teacherly as a newly qualified teacher the first screen you see is the landing page but it's not clear how to start using the templates.;62559;0;0.000952925481227368
3;0.0416580874495053;54300;13;0;1;730947;1;1;Creating a lesson template - basic planning information redesign with extra elements;2018;3;14;12;3;Creating a lesson template - basic planning information redesign with extra elements The task of the old design. At the moment we have a new design. I close the task.;62559;18;0.00190585096245474
0;0.0544454535276014;36000;13;0;1;669670;1;1;So the error is:Inline images 1Seems that the API key is not used at all. I have taken a look on the Google admin console and took the parameters you need.So in order to fix this a following url should be used https://www.googleapis.com/customsearc;2018;3;19;21;1;So the error is:Inline images 1Seems that the API key is not used at all. I have taken a look on the Google admin console and took the parameters you need.So in order to fix this a following url should be used https://www.googleapis.com/customsearc OK [~accountid:557058:3f7ab89a-8969-4547-90df-53b125e262f7] thank you for the update and the message slack.;25206;16;0.0438345721364589
3;0.114209017246561;85200;13;3;3;730942;197;197;Markup for Teacher Dashboard page;2018;4;24;13;2;Markup for Teacher Dashboard page I spend a lot of time to understand the already created templates for Dashboard. In the future I plan to accelerate.okI added last changes with markup of Teacher Dashboard to staging. Added 3 sections with basic animation. I will start adding functional of sections in new issue.;62559;26.6666666666667;0.00667047836859158
0;0.0454305553067711;16200;13;0;0;730941;197;197;Recommended Lessons section;2018;5;1;11;2;Recommended Lessons section;25206;0;0.00762340384981894
0;0.0362861791940791;32400;13;0;1;730940;197;197;Your Lessons Section;2018;5;1;11;2;Your Lessons Section Markup for this section is complete. You can see it in staging logined like Teacher. https://staging.lumici.co.uk/teacher-new;25206;22;0.00857632933104631
9;0.120303663901139;160140;13;0;0;730938;1;1;UI/UX worklogs from Apr 6 to Apr 30;2018;5;1;11;2;UI/UX worklogs from Apr 6 to Apr 30;136290;0;0.010482180293501
3;0.0485329750736552;72180;13;3;2;730927;197;197;Functional for Your Lessons section;2018;5;4;7;5;Functional for Your Lessons section A lot of time spent to research for component for this section - stop in react-big-calendar. Now tried add custom functional and styles for this sectionNeed connect with api. Close this issue;62559;17;0.0209643605870021
3;0.0358214830401897;69660;13;0;1;730926;197;197;Modal window for Recommended Templates;2018;5;4;11;5;"Modal window for Recommended Templates Modal window is done. Show after click to button ""Create lesson template"".";62559;12;0.0219172860682295
0;0.0266012328828672;30480;13;0;0;730922;197;197;Update React and all dependencies for development;2018;5;10;10;4;Update React and all dependencies for development;25206;0;0.0257289879931389
